symbol,rank,indurank,indutotal,etf,abrt,abr1w,abr1m,abr2m,abr3m,numbr
TNAV,2,115,265,0,1.00,1.00,1.00,1.00,1.00,1
ISG,-1,,,,,,,,,
ISF,-1,,,,,,,,,
ISD,-1,,,,,,,,,
JKS,3,115,265,0,1.60,1.60,1.60,1.60,1.60,5
PVA,4,,,,,,,,,
PVG,2,156,265,0,1.67,1.67,1.67,2.00,2.00,3
PVH,3,105,265,0,1.91,1.91,1.91,1.91,1.92,11
MZOR,4,,,,,,,,,
FRC,3,85,265,0,2.04,2.04,2.11,2.11,1.88,13
IRMD,2,89,265,0,1.00,1.00,1.00,1.00,1.00,1
FRD,0,,,,,,,,,
FRO,1,113,265,0,3.43,3.43,3.43,3.43,3.43,3
FRM,0,,,,,,,,,
FRS,0,,,,,,,,,
FRP,3,218,265,0,3.00,3.00,3.00,3.00,3.00,3
HMST,4,,,,,,,,,
FRT,3,60,265,0,2.69,2.69,2.69,2.69,2.71,13
HMSY,3,158,265,0,1.29,1.29,1.29,1.29,1.29,7
SNMX,3,161,265,0,1.75,1.75,1.75,1.75,1.75,4
UUU,0,,,,,,,,,
SWI,3,152,265,0,2.00,2.00,2.00,2.00,2.13,8
DO,3,218,265,0,3.75,3.71,3.65,3.69,3.56,16
DL,1,105,265,0,1.00,1.00,1.00,1.00,1.00,2
DM,2,175,265,0,1.40,1.40,1.40,1.40,NA,5
SWM,0,,,,,,,,,
DK,5,,,,,,,,,
GSIT,0,,,,,,,,,
DF,2,115,265,0,2.25,2.25,2.25,2.25,2.25,6
DG,3,47,265,0,1.94,1.94,1.94,1.89,1.89,17
DD,3,224,265,0,2.27,2.27,2.27,2.27,2.31,15
DE,3,115,265,0,3.14,3.14,3.13,3.44,3.49,17
DB,5,,,,,,,,,
MGLN,4,,,,,,,,,
SWY,3,184,265,0,3.00,3.00,3.00,3.00,3.00,9
SWX,1,81,265,0,2.67,2.67,2.67,2.50,2.50,6
VNQI,0,,,,,,,,,
SWZ,0,,,,,,,,,
PPSI,2,177,265,0,1.00,1.00,1.00,1.00,1.00,1
DX,3,60,265,0,2.20,2.20,2.20,2.20,2.20,5
DY,3,179,265,0,1.75,1.75,1.50,1.75,1.57,8
DV,3,163,265,0,2.09,2.09,2.17,2.17,2.17,11
DW,0,,,,,,,,,
SWS,-1,,,,,,,,,
SAEX,3,241,265,0,NA,NA,NA,NA,NA,NA
SWU,-1,,,,,,,,,
DQ,3,158,265,0,1.00,1.00,1.00,1.00,NA,1
SCOK,0,,,,,,,,,
TGP,1,113,265,0,2.80,2.80,2.80,2.80,2.83,5
GYC,-1,,,,,,,,,
GYB,-1,,,,,,,,,
TGT,2,47,265,0,2.77,2.71,2.71,2.71,2.82,20
TGB,3,220,265,0,2.25,2.25,2.25,2.40,1.80,4
LPHI,0,,,,,,,,,
TGA,4,,,,,,,,,
ATVI,3,66,265,0,1.06,1.06,1.06,1.06,1.06,18
TGD,4,,,,,,,,,
TGE,3,241,265,0,NA,NA,NA,NA,NA,NA
TGH,3,23,265,0,3.11,3.11,2.89,2.89,2.91,9
TGI,3,107,265,0,1.92,1.92,1.92,2.00,2.00,13
MYGN,2,69,265,0,2.66,2.66,2.79,2.79,2.67,14
INTG,0,,,,,,,,,
VCRA,3,45,265,0,1.60,1.60,1.60,1.73,1.73,10
DHI,3,181,265,0,2.00,1.87,1.87,1.87,1.87,15
DHG,-1,,,,,,,,,
INTL,0,,,,,,,,,
INTU,3,152,265,0,2.38,2.38,2.23,2.08,2.17,13
INTT,0,,,,,,,,,
DHY,0,,,,,,,,,
DHX,2,105,265,0,3.00,3.00,3.00,3.00,3.00,3
DHT,3,113,265,0,1.00,1.00,1.00,1.00,1.00,4
XCRA,3,32,265,0,1.00,1.00,1.00,1.00,1.00,4
DHR,3,184,265,0,1.31,1.19,1.19,1.19,1.43,13
ESSA,0,,,,,,,,,
GIGM,0,,,,,,,,,
GIGA,0,,,,,,,,,
OPLK,-1,,,,,,,,,
GCVRZ,-1,,,,,,,,,
WG,5,,,,,,,,,
QAT,0,,,,,,,,,
WD,3,224,265,0,2.60,2.60,2.60,2.60,3.00,5
WB,0,,,,,,,,,
ANV,3,156,265,0,3.25,3.25,4.00,4.25,4.25,4
WM,3,115,265,0,2.27,2.27,2.33,2.27,2.45,11
WK,3,87,265,0,1.38,1.38,NA,NA,NA,4
WU,3,171,265,0,2.85,2.80,2.80,2.79,2.79,20
WR,3,93,265,0,2.56,2.33,2.50,2.33,2.33,9
MFRM,3,34,265,0,1.60,1.60,1.60,1.55,1.55,10
ULBI,0,,,,,,,,,
MFRI,0,,,,,,,,,
WX,4,,,,,,,,,
ANW,3,113,265,0,1.00,1.00,1.00,1.00,1.00,3
RIT,-1,,,,,,,,,
RIO,5,,,,,,,,,
RIF,-1,,,,,,,,,
RIG,3,218,265,0,3.60,3.56,3.50,3.50,3.35,15
RIC,3,156,265,0,1.00,1.00,1.00,1.00,NA,2
BNY,-1,,,,,,,,,
TRMR,3,78,265,0,2.33,2.33,2.33,2.00,3.00,3
HAL,5,,,,,,,,,
BNS,4,,,,,,,,,
HAE,3,114,265,0,2.50,2.50,2.50,2.50,2.50,8
BNK,3,82,265,0,1.33,1.33,1.33,1.33,1.33,3
BNJ,-1,,,,,,,,,
TRMB,3,158,265,0,1.70,1.70,1.64,1.64,1.64,10
CIFC,0,,,,,,,,,
RNET,4,,,,,,,,,
HAR,4,,,,,,,,,
HAS,3,66,265,0,2.14,2.14,2.14,2.14,2.25,7
ZLTQ,2,114,265,0,1.33,1.33,1.33,1.33,1.33,6
WLKP,3,158,265,0,2.20,2.20,2.20,2.20,2.20,5
HELE,1,207,265,0,3.00,3.00,2.00,2.00,2.00,2
CNSL,3,115,265,0,2.60,2.60,2.60,2.60,2.00,5
HELI,3,241,265,0,2.50,2.33,2.00,2.00,2.00,6
CNSI,1,10,265,0,2.33,2.33,2.33,2.33,2.33,3
ROYT,5,,,,,,,,,
IIVI,3,177,265,0,2.25,2.25,2.25,2.25,2.25,4
WBS/WS,-1,,,,,,,,,
RCAP,5,,,,,,,,,
FOR,3,107,265,0,1.00,1.00,1.00,1.00,1.00,1
CLUB,3,72,265,0,2.25,2.75,2.75,2.75,2.75,4
FOX,3,107,265,0,1.00,1.00,1.00,1.00,1.00,2
SYUT,0,,,,,,,,,
SMAC,-1,,,,,,,,,
FOE,4,,,,,,,,,
FOF,-1,,,,,,,,,
BXMT,4,,,,,,,,,
PDFS,1,52,265,0,1.00,1.00,1.00,1.00,1.00,3
CPIX,0,,,,,,,,,
ROYL,0,,,,,,,,,
GULF,3,,,1,,,,,,
QINC,0,,,,,,,,,
EQCO,-1,,,,,,,,,
FSRV,3,115,265,0,1.75,1.75,1.75,1.75,1.75,4
GOLD,3,156,265,0,2.14,2.14,1.78,1.78,1.78,7
CASM,0,,,,,,,,,
PZZA,2,41,265,0,1.67,1.67,1.80,1.80,1.80,6
CASI,0,,,,,,,,,
CASH,4,,,,,,,,,
ADVS,3,152,265,0,2.20,2.20,2.20,2.20,2.00,5
CASS,0,,,,,,,,,
CASY,1,2,265,0,2.33,2.33,2.43,2.14,2.14,6
MRGE,3,158,265,0,1.67,1.67,1.67,1.67,1.67,3
COMT,0,,,,,,,,,
ABDC,1,107,265,0,1.25,1.25,1.25,1.25,1.50,4
COMM,3,102,265,0,1.50,1.50,1.50,1.56,1.18,8
FEYE,3,87,265,0,1.90,1.90,1.90,1.84,1.78,20
SAQ,-1,,,,,,,,,
FCEL,2,24,265,0,1.67,1.67,1.67,1.67,1.67,3
VDSI,0,,,,,,,,,
BYFC,0,,,,,,,,,
QADB,0,,,,,,,,,
FHCO,0,,,,,,,,,
SQBG,1,115,265,0,1.00,1.00,1.00,1.00,1.00,5
VTRB,-1,,,,,,,,,
CBRX,0,,,,,,,,,
CBRL,2,41,265,0,2.71,2.71,2.71,2.67,2.33,7
BNSO,0,,,,,,,,,
VLTC,0,,,,,,,,,
RRGB,1,41,265,0,2.00,2.00,1.88,1.88,1.78,7
BIO/B,-1,,,,,,,,,
CRZO,4,,,,,,,,,
ONTX,1,78,265,0,2.33,2.33,2.00,2.00,2.33,3
CGNX,3,238,265,0,1.67,1.67,1.67,1.67,1.67,3
SODA,5,,,,,,,,,
SPDC,5,,,,,,,,,
MBII,2,224,265,0,1.80,1.80,1.80,1.80,1.80,5
GJS,-1,,,,,,,,,
ADXS,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
DSCO,3,69,265,0,1.00,1.00,1.00,1.00,1.00,3
DSCI,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
WATT,0,,,,,,,,,
GJP,-1,,,,,,,,,
MDSO,2,158,265,0,1.25,1.25,1.05,1.05,1.05,10
BOKF,3,163,265,0,2.75,2.75,2.75,3.00,3.00,8
MDSY,0,,,,,,,,,
AMKR,4,,,,,,,,,
TPX,4,,,,,,,,,
ISLE,1,235,265,0,2.60,2.60,2.60,2.60,2.60,5
PNC/WS,-1,,,,,,,,,
CFRXZ,-1,,,,,,,,,
EFII,2,12,265,0,2.00,2.00,2.00,1.67,1.67,4
CFRXW,-1,,,,,,,,,
PZZI,-1,,,,,,,,,
USDP,4,,,,,,,,,
AGIIL,-1,,,,,,,,,
NCTY,0,,,,,,,,,
OPWR,3,87,265,0,2.00,2.00,2.00,2.00,2.00,4
BKEPP,-1,,,,,,,,,
SHBI,3,82,265,0,3.00,3.00,3.00,3.00,3.00,1
HBHC,4,,,,,,,,,
RAND,0,,,,,,,,,
ISRL,0,,,,,,,,,
AGYS,0,,,,,,,,,
RRD,3,69,265,0,3.00,3.00,3.00,3.00,1.00,1
RRC,4,,,,,,,,,
BDCV,0,,,,,,,,,
MCRL,3,50,265,0,1.00,1.00,1.00,1.00,1.00,2
MCRI,3,235,265,0,2.33,2.33,2.33,2.33,2.33,3
NYLD,2,93,265,0,1.94,1.94,2.07,2.07,1.94,8
QVCA,3,34,265,0,1.00,1.00,1.00,1.00,1.00,8
QVCB,0,,,,,,,,,
BCOM,0,,,,,,,,,
BRG,0,,,,,,,,,
BCOV,2,105,265,0,2.60,2.60,2.60,2.60,2.60,5
BCOR,3,72,265,0,2.20,2.20,2.20,2.20,1.80,5
NVMI,2,171,265,0,1.00,1.00,1.00,1.00,1.00,1
BIDU,3,72,265,0,1.00,1.00,1.00,1.15,1.15,12
QLIK,5,,,,,,,,,
CMTL,3,40,265,0,2.00,2.00,2.00,2.00,2.00,4
LIQD,0,,,,,,,,,
PVCT,0,,,,,,,,,
GBDC,3,107,265,0,2.17,2.17,2.17,2.00,2.00,6
USB,3,167,265,0,2.70,2.70,2.70,2.63,2.75,20
USA,0,,,,,,,,,
USM,3,208,265,0,2.33,2.33,2.33,2.33,2.33,6
ROP,4,,,,,,,,,
LIQT,3,191,265,0,1.00,1.00,1.00,1.00,1.00,1
IQI,0,,,,,,,,,
LDOS,2,52,265,0,3.00,3.00,3.00,3.00,3.33,7
VISI,0,,,,,,,,,
VISN,0,,,,,,,,,
PCAR,2,171,265,0,2.03,2.04,2.04,2.12,2.27,15
AURX,-1,,,,,,,,,
PXD,5,,,,,,,,,
FPF,-1,,,,,,,,,
STFC,2,32,265,0,1.67,1.67,1.67,1.67,1.67,3
FPL,-1,,,,,,,,,
FPO,4,,,,,,,,,
FPI,3,69,265,0,1.00,1.00,1.00,1.00,1.00,4
FPT,-1,,,,,,,,,
FPP,0,,,,,,,,,
AMTX,3,47,265,0,NA,NA,NA,NA,NA,NA
SNOW,3,50,265,0,1.75,1.75,1.75,1.75,1.75,4
AMTG,3,87,265,0,2.25,2.25,2.25,2.25,2.25,4
AMTD,3,45,265,0,1.46,1.57,1.57,1.57,1.57,13
PNRG,0,,,,,,,,,
PNRA,3,41,265,0,2.26,2.26,2.16,2.16,2.16,19
SIR,4,,,,,,,,,
JBHT,3,24,265,0,2.00,2.00,2.00,2.00,1.94,17
POPE,0,,,,,,,,,
SIX,3,72,265,0,1.80,1.80,1.80,1.80,1.80,5
SAGE,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
SIG,2,52,265,0,1.44,1.44,1.50,1.57,1.57,9
SIF,0,,,,,,,,,
MGNX,2,114,265,0,1.00,1.00,1.00,1.00,1.00,6
SID,3,208,265,0,4.50,4.50,4.50,4.50,4.50,2
SIM,3,208,265,0,3.00,3.00,3.00,3.00,3.00,1
ACET,0,,,,,,,,,
TAT,3,256,265,0,2.50,2.50,2.50,2.50,2.50,2
TAP,4,,,,,,,,,
TAS,0,,,,,,,,,
AVAV,3,107,265,0,2.70,2.67,2.67,2.57,2.57,10
TAX,5,,,,,,,,,
AVAL,4,,,,,,,,,
TAC,3,93,265,0,3.00,3.00,3.00,3.00,3.00,4
TAL,3,23,265,0,2.22,2.22,2.22,2.22,2.30,9
TAI,0,,,,,,,,,
FLXN,1,78,265,0,1.25,1.25,1.25,1.25,1.25,4
FLXS,0,,,,,,,,,
COVR,0,,,,,,,,,
COVS,0,,,,,,,,,
CTCT,3,87,265,0,1.67,1.67,1.67,1.67,1.71,6
CTCM,3,189,265,0,3.50,3.50,3.50,3.50,3.50,4
AFL,3,115,265,0,2.40,2.40,2.40,2.40,2.31,15
KBH,5,,,,,,,,,
KBR,5,,,,,,,,,
EFSC,2,89,265,0,1.80,1.80,1.80,1.80,1.80,5
SNPS,4,,,,,,,,,
NFG,4,,,,,,,,,
HCP,3,69,265,0,2.58,2.42,2.42,2.42,2.67,13
MHLD,3,32,265,0,1.00,1.00,1.00,1.00,1.00,2
BLX,3,194,265,0,2.00,2.00,2.00,2.00,2.00,2
HCT,0,,,,,,,,,
IGLD,0,,,,,,,,,
BLT,4,,,,,,,,,
BLW,0,,,,,,,,,
BCRX,1,78,265,0,1.60,1.60,1.60,1.55,1.60,10
NSEC,0,,,,,,,,,
TRCO,2,52,265,0,1.33,1.50,1.50,1.50,1.50,3
HCC,3,32,265,0,2.25,2.25,2.25,2.25,2.50,4
HCA,1,29,265,0,1.36,1.36,1.36,1.38,1.26,18
GCO,4,,,,,,,,,
BLK,3,153,265,0,2.17,2.17,2.17,2.11,2.11,15
TRCH,0,,,,,,,,,
HCJ,-1,,,,,,,,,
MANT,3,52,265,0,3.00,3.00,3.00,3.29,3.29,9
BCRH,3,72,265,0,2.00,2.00,2.00,2.40,2.40,5
HCN,3,69,265,0,2.17,2.17,2.31,2.50,2.50,12
TRCB,0,,,,,,,,,
NFX,5,,,,,,,,,
PRGO,3,114,265,0,1.39,1.39,1.39,1.42,1.47,14
PRGN,4,,,,,,,,,
PRGS,3,152,265,0,1.67,1.67,1.67,1.67,2.00,3
PRGX,3,112,265,0,2.50,2.50,2.50,2.50,2.00,4
EVLV,2,66,265,0,1.29,1.29,1.29,1.29,1.40,7
BANFP,-1,,,,,,,,,
IDTI,3,99,265,0,2.40,2.75,2.75,2.75,2.75,5
RBCN,3,99,265,0,2.40,2.40,2.50,2.50,2.50,5
FRNK,-1,,,,,,,,,
OUT,5,,,,,,,,,
LTS,2,45,265,0,1.00,1.00,1.00,1.00,1.00,1
LQDT,3,52,265,0,3.00,3.00,3.00,3.00,3.00,8
FMX,3,191,265,0,2.14,2.14,2.14,2.14,2.43,7
FMY,-1,,,,,,,,,
LJPC,3,78,265,0,1.00,1.00,1.00,1.00,1.00,4
FMS,3,89,265,0,2.38,2.29,2.29,2.29,2.29,8
LTC,4,,,,,,,,,
FMO,0,,,,,,,,,
FOMX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,3
FMI,3,158,265,0,1.67,1.67,1.57,1.67,1.67,6
FMD,3,156,265,0,3.00,3.00,3.00,3.00,3.00,1
FMB,0,,,,,,,,,
FMC,4,,,,,,,,,
CLSN,4,,,,,,,,,
ADPT,3,29,265,0,2.00,2.00,2.00,2.20,1.80,6
TSCO,3,52,265,0,1.82,1.82,1.91,1.91,1.91,22
RPAI,2,60,265,0,2.50,2.25,2.25,2.25,2.25,4
VBND,0,,,,,,,,,
OXBR,0,,,,,,,,,
INSY,2,114,265,0,1.60,1.60,1.60,1.75,1.33,5
BTZ,-1,,,,,,,,,
ISP,-1,,,,,,,,,
CHOP,0,,,,,,,,,
BKEP,3,241,265,0,3.00,3.00,3.00,3.00,3.00,3
HIHO,0,,,,,,,,,
FLEX,3,18,265,0,2.33,2.33,2.33,2.33,2.33,9
AKRX,2,94,265,0,1.56,1.56,1.56,1.63,1.43,9
SQBK,3,82,265,0,1.67,1.67,1.67,1.67,1.67,3
CWBC,0,,,,,,,,,
MOKO,0,,,,,,,,,
NXTDW,-1,,,,,,,,,
GLAD,3,107,265,0,3.33,3.33,3.33,3.33,3.33,3
SCMP,2,78,265,0,1.00,1.00,1.00,1.00,1.00,3
LNC/WS,-1,,,,,,,,,
WSTL,0,,,,,,,,,
ZNH,3,9,265,0,1.00,1.00,1.00,1.00,2.00,2
CSFL,3,99,265,0,2.00,2.00,2.00,2.00,2.00,6
HEI/A,-1,,,,,,,,,
PLUG,3,177,265,0,1.67,1.67,1.67,1.67,1.67,3
LMCK,5,,,,,,,,,
LMCA,3,115,265,0,1.08,1.08,1.06,1.06,1.06,6
LMCB,0,,,,,,,,,
PLUS,1,41,265,0,1.00,1.00,1.00,1.00,1.00,2
MCOX,0,,,,,,,,,
AYN,-1,,,,,,,,,
AYI,1,29,265,0,1.89,1.89,1.89,2.00,2.00,9
KPTI,3,78,265,0,1.00,1.00,1.00,1.00,1.40,4
AYR,3,23,265,0,2.21,2.21,2.21,2.21,2.21,8
HAFC,1,85,265,0,1.33,1.33,1.33,1.67,1.50,6
ENLK,3,175,265,0,2.00,2.00,2.00,2.25,2.22,8
ENLC,4,,,,,,,,,
IFEU,0,,,,,,,,,
NYMTP,-1,,,,,,,,,
HTBX,3,78,265,0,1.00,1.00,1.00,1.00,1.00,1
FOXA,3,107,265,0,1.29,1.29,1.31,1.33,1.33,17
PRXL,3,47,265,0,2.00,2.00,2.00,2.00,1.92,12
PRXI,0,,,,,,,,,
HTBK,3,85,265,0,2.25,2.25,2.25,2.25,2.25,4
HTBI,2,99,265,0,2.50,2.50,2.50,2.50,2.50,2
TAP/A,-1,,,,,,,,,
ISNS,0,,,,,,,,,
VIPS,3,94,265,0,1.36,1.20,1.20,1.20,1.22,11
KODK/WS/A,-1,,,,,,,,,
XLS,3,107,265,0,2.33,2.33,2.33,2.00,2.00,3
DXYN,3,115,265,0,1.50,1.50,1.50,1.50,1.00,2
ECYT,2,78,265,0,2.29,2.29,2.29,2.29,2.29,7
ONVI,0,,,,,,,,,
YZC,3,181,265,0,2.50,2.50,2.50,2.50,2.50,2
DENN,2,41,265,0,2.25,2.25,2.25,2.75,2.75,4
LNCE,3,161,265,0,2.20,2.20,2.20,2.20,2.60,5
IIIN,0,,,,,,,,,
LNCO,3,245,265,0,2.14,2.14,1.86,1.67,1.40,7
EL,3,207,265,0,1.97,1.97,1.97,1.97,1.86,18
UTI,4,,,,,,,,,
EJ,4,,,,,,,,,
EE,4,,,,,,,,,
ED,2,93,265,0,3.43,3.37,3.43,3.23,3.03,10
EA,3,66,265,0,1.71,1.71,1.71,1.71,1.71,17
EC,5,,,,,,,,,
WAVX,0,,,,,,,,,
EW,2,89,265,0,1.94,1.94,1.82,1.82,1.71,17
EV,3,153,265,0,3.29,3.50,3.50,3.50,2.86,7
AMID,3,175,265,0,1.80,1.40,1.40,1.40,1.40,5
AMIC,0,,,,,,,,,
DWAT,0,,,,,,,,,
WPX,5,,,,,,,,,
WPZ,3,175,265,0,2.00,2.00,2.00,2.22,2.22,9
WPT,4,,,,,,,,,
WPP,3,27,265,0,3.50,3.50,3.50,3.50,3.50,2
EFOI,3,29,265,0,1.00,1.00,1.00,NA,NA,1
WPG,3,60,265,0,1.00,1.00,1.00,1.00,1.00,1
JASNW,-1,,,,,,,,,
ARES,3,153,265,0,1.57,1.57,1.57,1.33,1.33,7
XL,2,32,265,0,2.23,2.23,2.23,1.77,1.95,11
UUUU,3,187,265,0,1.00,1.00,1.00,1.00,1.00,5
RAI,2,204,265,0,2.00,2.00,2.00,2.00,2.29,7
NGHCP,-1,,,,,,,,,
BHLB,2,82,265,0,2.00,2.00,2.00,2.00,2.00,4
ETAK,4,,,,,,,,,
SRVA,-1,,,,,,,,,
VSCP,0,,,,,,,,,
VSCI,0,,,,,,,,,
RPT,3,60,265,0,2.38,2.38,2.38,2.38,2.38,8
CMA/WS,-1,,,,,,,,,
RPM,3,115,265,0,1.89,1.89,1.89,1.89,2.00,9
HXL,3,107,265,0,2.00,2.00,2.00,2.00,2.00,12
SARA,0,,,,,,,,,
KEQU,0,,,,,,,,,
OGAR,-1,,,,,,,,,
PBCT,3,82,265,0,3.46,3.43,3.43,3.47,3.47,13
FIBK,3,89,265,0,2.17,2.17,2.17,2.17,1.50,6
UQM,3,177,265,0,1.00,1.00,1.00,1.00,NA,1
NAC,-1,,,,,,,,,
PCCC,3,194,265,0,2.33,2.33,2.33,2.33,2.33,3
CTWS,3,63,265,0,1.75,1.75,1.60,1.60,1.60,4
BPTH,3,78,265,0,1.00,1.00,1.00,1.00,1.00,1
FNLC,0,,,,,,,,,
VPCO,0,,,,,,,,,
HBI,3,105,265,0,1.50,1.50,1.50,1.57,1.57,9
HBK,0,,,,,,,,,
CAMBU,-1,,,,,,,,,
PZN,3,153,265,0,1.00,1.00,1.00,1.00,1.00,1
PZE,4,,,,,,,,,
AUPH,3,78,265,0,1.00,1.00,1.00,1.00,1.00,2
PZC,0,,,,,,,,,
PZB,-1,,,,,,,,,
CLNE,4,,,,,,,,,
EXEL,3,69,265,0,2.67,2.67,2.67,2.67,2.43,6
FVE,2,12,265,0,2.00,2.00,2.00,2.00,2.00,4
CLNT,0,,,,,,,,,
NYNY,0,,,,,,,,,
CLNY,1,60,265,0,1.50,1.50,1.50,1.50,2.00,4
BOH,3,85,265,0,2.79,2.79,2.79,2.79,2.79,8
BOI,-1,,,,,,,,,
ZIXI,2,72,265,0,1.50,1.50,1.50,1.50,1.50,2
BRCM,1,10,265,0,1.77,1.77,1.77,1.67,1.67,28
BRCD,3,41,265,0,2.81,2.81,2.81,2.67,2.67,16
CFGE,0,,,,,,,,,
KNMD,-1,,,,,,,,,
SKT,3,60,265,0,3.29,3.29,3.14,2.86,2.75,7
GHM,3,221,265,0,2.00,2.00,2.00,2.00,2.00,2
SKY,0,,,,,,,,,
SKX,3,115,265,0,1.13,1.13,1.13,1.13,1.00,4
CTAS,1,2,265,0,2.46,2.46,2.62,2.50,2.42,13
SKM,4,,,,,,,,,
ACGL,1,32,265,0,2.17,2.33,2.33,2.73,2.73,12
GES,4,,,,,,,,,
MFA,3,60,265,0,2.78,2.56,2.56,2.56,2.22,9
GEQ,-1,,,,,,,,,
MFC,3,165,265,0,1.20,1.20,1.20,1.20,1.25,5
MFD,-1,,,,,,,,,
TCX,3,105,265,0,2.00,2.00,2.00,2.00,2.00,1
MFG,3,194,265,0,2.00,2.00,2.00,1.00,1.00,2
MFI,0,,,,,,,,,
MFL,0,,,,,,,,,
TCS,3,208,265,0,2.50,2.50,2.50,2.56,2.89,8
TCP,3,175,265,0,2.96,2.96,2.96,2.96,2.96,7
BOE,-1,,,,,,,,,
GEB,-1,,,,,,,,,
MFT,0,,,,,,,,,
GEF,3,72,265,0,2.33,2.00,2.00,2.00,2.00,6
MFV,0,,,,,,,,,
TCI,0,,,,,,,,,
GEK,-1,,,,,,,,,
GEH,-1,,,,,,,,,
GEO,3,69,265,0,1.33,1.33,1.33,1.00,1.00,6
TCC,-1,,,,,,,,,
GEL,3,191,265,0,2.00,2.00,2.00,2.00,2.38,7
JGH,-1,,,,,,,,,
INPH,0,,,,,,,,,
BTH,0,,,,,,,,,
DDS,4,,,,,,,,,
DDR,3,60,265,0,1.95,1.77,1.77,1.71,1.58,11
BBVA,3,194,265,0,3.00,3.00,3.00,3.00,3.50,2
KAMN,3,221,265,0,1.40,1.40,1.40,1.40,1.40,5
DDT,-1,,,,,,,,,
REDF,0,,,,,,,,,
DDC,3,220,265,0,1.67,1.00,1.00,1.00,1.00,3
DDF,0,,,,,,,,,
JGV,0,,,,,,,,,
JGW,3,224,265,0,1.50,1.50,1.50,1.40,1.20,4
OPHT,1,69,265,0,1.10,1.10,1.10,1.08,1.08,5
OPHC,0,,,,,,,,,
ONTY,2,69,265,0,1.67,1.67,1.67,1.50,2.00,3
HSEA,-1,,,,,,,,,
HSEB,-1,,,,,,,,,
QEP,3,245,265,0,1.63,1.63,1.63,1.63,1.63,8
KMI/WS,-1,,,,,,,,,
ATRA,3,69,265,0,1.00,1.00,1.00,1.00,NA,1
ATRC,3,114,265,0,1.00,1.00,1.00,1.00,1.00,3
HEP,3,175,265,0,3.17,3.17,3.17,3.17,3.17,6
HEQ,-1,,,,,,,,,
HES,4,,,,,,,,,
ATRI,0,,,,,,,,,
ATRM,0,,,,,,,,,
MHNC,-1,,,,,,,,,
MHNB,-1,,,,,,,,,
ATRS,2,78,265,0,1.00,1.00,1.00,1.00,1.00,3
HEB,0,,,,,,,,,
NDP,-1,,,,,,,,,
BCPC,0,,,,,,,,,
KOSS,0,,,,,,,,,
HEI,3,107,265,0,1.88,1.88,2.00,2.00,2.00,8
CBG,2,115,265,0,1.00,1.00,1.00,1.00,1.00,4
NWBOW,-1,,,,,,,,,
TRAK,4,,,,,,,,,
BJZ,-1,,,,,,,,,
ARCW,3,40,265,0,1.40,1.40,1.40,1.40,1.40,5
ARCP,4,,,,,,,,,
ARCX,5,,,,,,,,,
EVBN,0,,,,,,,,,
SVM,4,,,,,,,,,
CBL,2,60,265,0,2.94,2.94,2.94,2.78,2.78,11
ARCB,3,24,265,0,2.50,2.50,2.50,2.50,2.50,8
ARCC,1,107,265,0,1.73,1.73,1.60,1.80,1.80,11
ARCO,3,41,265,0,3.00,3.00,3.00,3.00,3.00,3
ARCI,0,,,,,,,,,
FRPT,3,161,265,0,1.00,1.00,1.00,NA,NA,4
OWW,4,,,,,,,,,
FRPH,0,,,,,,,,,
TERP,2,93,265,0,1.00,1.00,1.00,1.00,1.50,2
LEVY,0,,,,,,,,,
ADRU,3,,,1,,,,,,
LVS,5,,,,,,,,,
SFLY,3,105,265,0,2.00,2.00,2.00,2.00,2.10,13
ADRA,3,,,1,,,,,,
ADRE,3,,,1,,,,,,
ADRD,0,,,,,,,,,
EXXI,4,,,,,,,,,
PDBC,0,,,,,,,,,
LLNW,3,72,265,0,3.00,3.00,3.00,3.00,3.00,5
NUAN,1,152,265,0,2.56,2.56,2.60,2.60,2.60,9
CPTA,3,107,265,0,1.25,1.00,1.00,1.00,1.00,8
CAMT,3,171,265,0,1.00,1.00,1.00,1.00,1.00,2
SVT,0,,,,,,,,,
JASN,0,,,,,,,,,
JASO,1,115,265,0,1.67,1.67,1.67,1.67,1.67,3
CHMI,3,60,265,0,1.80,1.80,1.80,1.80,1.40,5
CHMG,0,,,,,,,,,
BKCC,3,107,265,0,2.75,2.75,2.75,2.75,2.75,4
MYI,0,,,,,,,,,
MYJ,0,,,,,,,,,
MYM,0,,,,,,,,,
MYL,2,94,265,0,1.36,1.36,1.36,1.36,1.36,11
MYN,0,,,,,,,,,
CHMT,5,,,,,,,,,
SIAL,3,158,265,0,3.00,3.00,2.78,2.78,2.78,8
MYE,3,115,265,0,3.00,3.00,3.00,3.00,3.00,3
MYD,0,,,,,,,,,
MYF,0,,,,,,,,,
CQH,2,175,265,0,1.50,2.00,2.00,2.00,2.00,4
MRCY,2,12,265,0,2.40,2.40,2.40,2.40,2.40,5
MRCC,3,153,265,0,1.00,1.00,1.00,1.00,1.33,5
MOMO,0,,,,,,,,,
CQP,1,175,265,0,1.83,1.83,1.83,1.83,1.83,6
TGTX,4,,,,,,,,,
BYBK,0,,,,,,,,,
SERV,2,52,265,0,1.36,1.36,1.36,1.36,1.36,7
