MCD,3
LGF,1
NKTR,1
ENTA,1
AXP,2
NFLX,3
WB,2
PAY,1
AAPL,3
PAA,1
WX,1
THRM,1
IRWD,1
VNO,1
PZN,1
DCT,1
HSY,1
CTSH,1
BLUE,1
GPN,1
H,1
EQT,1
GPC,1
TRMB,1
EQM,1
TMHC,1
HAR,1
THC,1
LVLT,1
CAVM,1
SYF,1
BRX,1
BRCM,1
KIM,1
NORD,1
NVRO,1
BRCD,1
RGP,1
CRS,1
AET,1
EMC,2
ESRX,1
SYNA,1
AMAT,1
CTAS,1
GSK,2
CRL,1
CRM,1
TRUE,1
TCS,1
DRII,1
PG,3
EFX,1
AGNC,1
C,2
MHK,1
CSGP,1
QCOM,2
BXMT,1
COTY,1
HALO,1
AINV,1
NVS,2
PSB,1
RNA,1
PSA,1
LPI,1
OPHT,1
ICEL,1
PSX,1
MELI,1
MON,1
OPB,1
JLL,1
MKTO,1
COP,2
ETP,1
FSC,1
KMB,2
COV,1
DVA,1
KMI,1
REXR,1
COG,1
COF,1
COH,3
COL,1
COO,1
TMO,1
CIE,1
ARMK,1
FIVN,1
HAYN,1
CI,1
JDSU,2
PSXP,1
CG,1
ULTA,1
N,1
COMM,1
FEYE,1
KRC,1
ZTS,1
PLT,1
CHRS,1
HUBB,1
TRAK,1
SBUX,1
MOS,1
CDW,1
TDS,1
ULTI,1
SCAI,1
DIN,1
CBI,2
CVX,2
CVS,1
DISH,1
LOW,1
ARCC,1
NOC,2
PTCT,1
DIS,3
PPG,1
KERX,1
MNST,1
TWTR,3
QTWO,1
TERP,1
GOOG,3
MTX,1
VC,1
VIPS,2
MS,2
LVS,1
BBRY,2
VECO,1
HPQ,1
IR,1
SIVB,1
IRM,1
UTX,1
PINC,1
CSCO,2
DXCM,1
EBS,1
WDC,1
BA,3
EPR,1
CCS,1
CTRX,1
NAV,1
CCK,1
EPD,1
EPE,1
GPRO,1
CENX,1
ATHN,1
MYL,1
ALLY,1
NVAX,1
D,1
PEP,3
TGI,1
WMT,2
VZ,3
T,2
WMB,1
AMRI,1
STLD,1
CYH,1
MDSO,1
VRSK,1
CRCM,1
BURL,1
DEI,1
FXCM,1
SERV,1
AMH,1
LLY,2
PTC,1
DOW,2
PVTB,1
LLL,1
NWL,1
AMT,1
NSTG,1
LRCX,1
TRIV,1
BDN,1
ICE,1
YHOO,1
TRS,1
BDX,1
SNCR,1
MDLZ,1
SCTY,1
AVB,1
ACAD,1
AXTA,1
CEQP,1
ACN,1
ACAS,1
LPNT,1
IBM,2
TROW,1
RRC,1
ISRG,1
NBL,1
NS,1
GILD,3
DNR,1
JPM,2
VIAB,1
XEC,1
BIDU,2
OZM,1
BOOT,1
LEN,1
MET,1
CMTL,1
HQY,1
JUNO,1
LGIH,1
USM,1
TWO,1
CHGG,1
MTSI,1
MXIM,1
NEWR,1
TWX,1
GNMK,1
PDCE,1
SMG,1
TXN,1
VEEV,1
QIHU,2
DAL,1
TW,1
CL,2
ALSN,1
ORCL,2
GFI,1
HD,3
TXT,1
EAT,1
PXD,1
AA,1
HOG,1
ESS,1
CNP,1
HON,1
AM,1
AL,1
CNX,1
HTWR,1
GOGO,1
ABBV,1
AR,1
AU,1
VSI,1
MACK,1
CNK,1
PFE,3
NKE,1
ARLP,1
CATM,1
KYTH,1
AMTG,1
