,symbol,param,alpha,beta,perf,max_drawdown,profit_order,loss_order,last_trade,bh_profit,mark
70,VZ,t=7&h=12,-0.12182766621832106,-0.22909199935829086,-1429.7349666490136,0.1542294072061666,2.0,8.0,2015-01-13  buy  0  47.35,181.27,"avgTyp=46.89,avgHac=46.79"
7,XOM,t=5&h=6,-0.18058397037417767,0.4408181236807968,-1335.0354967423536,0.15206381207967481,3.0,9.0,2015-01-06  sell -333.53  90.12,-827.56,"avgTyp=90.89,avgHac=91.17"
46,SOHU,t=7&h=8,-0.1533032225850943,0.14166620274564973,-1297.8451090996605,0.30011130032342664,5.0,6.0,2015-01-08  sell  285.12  51.32,-2782.21,"avgTyp=51.10,avgHac=51.27"
59,A,t=8&h=14,-0.11976134640018074,0.04827133109003243,-1294.8615813481229,0.17967503334336857,2.0,5.0,2015-01-06  sell -503.67  39.51,-224.91,"avgTyp=40.27,avgHac=40.49"
32,MA,t=4&h=6,-0.1294024417875975,0.210018239271639,-1095.754652679876,0.248798787805872,4.0,12.0,2015-01-02  sell -177.04  86,328.84,"avgTyp=84.14,avgHac=84.56"
55,AMZN,t=6&h=8,-0.11956020182050212,0.336474830763007,-1081.2909768560257,0.13708733142328547,2.0,6.0,2015-01-06  sell -394.13  298.23,-2684.9,"avgTyp=298.13,avgHac=300.44"
14,BA,t=4&h=6,-0.11450740289909683,0.19796727555656615,-1064.6120334569823,0.2016447357644725,4.0,11.0,2015-01-09  buy  0  131.58,-159.05,"avgTyp=131.20,avgHac=130.83"
36,JPM,t=4&h=6,-0.16754219962653732,0.6676318447441053,-1007.020124341554,0.1249427769156319,4.0,9.0,2015-01-06  sell -303.28  59.68,440.03,"avgTyp=59.34,avgHac=59.96"
3,CVX,t=9&h=11,-0.11315345426522896,0.2240054424574584,-1004.5884581248265,0.163958029547853,3.0,6.0,2015-01-08  sell -249.92  109.66,-1353.41,"avgTyp=108.28,avgHac=109.07"
60,GS,t=9&h=13,-0.14108205351409683,0.47094214305865445,-963.1740104348191,0.11930637981969805,2.0,7.0,2015-01-07  sell -381.83  186.97,617.18,"avgTyp=188.66,avgHac=190.09"
74,IBM,t=9&h=15,-0.14314324063888564,0.3545403849346644,-910.4860392499995,0.1237338701572916,1.0,5.0,2015-01-07  sell -351.23  155.87,-1233.79,"avgTyp=158.24,avgHac=158.93"
26,SNY,t=8&h=13,-0.13436817645246749,0.32117605401202115,-785.6375508885158,0.13333701056256056,2.0,4.0,2014-12-09  sell -412.47  46.1,-1005.39,"avgTyp=45.04,avgHac=45.28"
27,BIIB,t=9&h=15,-0.015372165996104897,-0.02356704387866607,-766.2529497801788,0.2979988607430331,2.0,4.0,2014-12-04  buy  0  343.87,2525.83,"avgTyp=346.65,avgHac=344.18"
69,T,t=4&h=9,-0.06686332992424149,-0.01194879925550254,-672.559090883753,0.12129879804628524,3.0,7.0,2015-01-09  buy  0  33.52,238.46,"avgTyp=33.50,avgHac=33.40"
56,GOOGL,t=9&h=15,-0.05715661319222822,-0.06124128796834223,-660.3304814681469,0.18322071765244546,3.0,5.0,2015-01-06  sell -523.38  513.48,-1008.94,"avgTyp=509.73,avgHac=517.36"
42,NOK,t=5&h=6,-0.10050063893292646,0.14576493813011024,-609.878837335229,0.164119199043927,5.0,8.0,2015-01-02  sell -127.38  7.98,205.2,"avgTyp=7.56,avgHac=7.61"
82,FOXA,t=4&h=6,-0.10307359784762768,0.4151250961043945,-586.27476759417,0.15717812394397213,6.0,7.0,2015-01-05  sell -238.24  37.42,230.05,"avgTyp=35.59,avgHac=36.14"
41,ERIC,t=5&h=14,-0.08560130240235816,0.19219598458677906,-512.3841381503862,0.18506925037548966,3.0,4.0,2015-01-02  sell -289.29  12.01,417.03,"avgTyp=12.06,avgHac=12.09"
72,SAP,t=4&h=7,-0.0985799586268421,0.327429724251861,-474.5288448950141,0.10884758796643598,4.0,7.0,2015-01-02  sell -95.4  69.96,-1969.02,"avgTyp=66.58,avgHac=66.93"
30,BLK,t=9&h=12,-0.075191582334966,0.4045810107648593,-469.2996348737197,0.12103345495914831,3.0,6.0,2015-01-06  sell -570.37  345.24,1297.32,"avgTyp=351.22,avgHac=352.71"
24,PFE,t=7&h=8,-0.057877263236946745,0.26965186084673737,-389.5324565476658,0.1425672121660646,4.0,6.0,2015-01-08  buy  0  32.42,959.46,"avgTyp=32.26,avgHac=32.08"
21,MJN,t=5&h=6,-0.12048407809483874,0.5619532080248398,-372.3912342758649,0.13966577775118894,6.0,9.0,2015-01-09  buy  0  102.47,2119.25,"avgTyp=100.45,avgHac=100.50"
35,BAC,t=5&h=13,-0.06624464115716917,0.08823385109207928,-368.2244867239697,0.09956833593941591,4.0,7.0,2015-01-07  sell -360.27  17.03,98.22,"avgTyp=16.91,avgHac=17.33"
39,F,t=4&h=8,-0.034392625932978246,0.13085693228150788,-299.86763873280324,0.1711298371109144,3.0,9.0,2015-01-06  sell -453.12  14.7,361.04,"avgTyp=15.22,avgHac=15.20"
67,JDSU,t=4&h=15,-0.054924541472177214,0.19114138206451842,-242.16782276477352,0.19671797599674196,3.0,4.0,2015-01-06  sell -267.26  13.48,737.51,"avgTyp=13.57,avgHac=13.66"
12,MCD,t=9&h=15,-0.06436191329601579,0.26373270704367113,-241.65938630138226,0.1125301170147988,1.0,4.0,2015-01-08  buy  0  94.41,-27.93,"avgTyp=93.45,avgHac=93.48"
78,RTN,t=5&h=8,-0.02314286531812521,0.07623593160931678,-196.93305684669758,0.17042977664539027,3.0,8.0,2015-01-13  sell -274.8  106.74,2017.43,"avgTyp=107.52,avgHac=107.84"
64,TWTR,t=8&h=15,0.015599843673577782,-0.02641636724783594,-103.66397581253841,0.31728107455086146,2.0,1.0,2015-01-09  buy  0  39.5,-3856.52,"avgTyp=38.65,avgHac=37.99"
8,COP,t=4&h=8,-0.013799257360888068,0.1582565958220495,-100.82147253996482,0.2303962789549036,2.0,8.0,2015-01-06  sell -923.38  64.42,-677.81,"avgTyp=63.62,avgHac=65.21"
31,AXP,t=9&h=15,-0.07593395719763991,0.5323644785813321,-56.09786392309434,0.11076512925710484,3.0,3.0,2015-01-07  sell -397.53  90.46,244.55,"avgTyp=90.82,avgHac=91.47"
66,AAPL,t=6&h=7,0.006281282669911589,0.23744817355021694,-37.953822990019034,0.18233750933240395,3.0,9.0,2015-01-02  sell -324.94  109.88,3818.96,"avgTyp=110.23,avgHac=110.24"
4,WMT,t=7&h=12,0.033191180376218196,0.06640313875204121,-20.809151995246793,0.10381687063398318,2.0,5.0,2014-12-19  buy  0  85.73,1755.96,"avgTyp=88.80,avgHac=87.71"
62,ORCL,t=8&h=15,-0.05525065705304838,0.38732325246052707,14.031154548791164,0.1147511426418509,3.0,4.0,2015-01-12  sell -551.35  43.29,1675.28,"avgTyp=43.64,avgHac=43.81"
25,BMY,t=9&h=10,0.046491060649624175,0.0835902494521136,89.00626937781271,0.1316530311213092,4.0,7.0,2015-01-09  buy  0  60.55,2187.68,"avgTyp=60.83,avgHac=60.41"
53,VMW,t=4&h=9,0.024901095173507817,-0.027291692148538667,96.29553448609477,0.1885625813167202,4.0,6.0,2015-01-05  sell -370.07  81.52,-1001.12,"avgTyp=80.38,avgHac=80.86"
1,DOW,t=9&h=14,-0.0032337334943790246,0.2743681943676705,191.80627138100317,0.14985536027535645,2.0,5.0,2014-12-02  sell -229.65  48.08,94.91,"avgTyp=44.38,avgHac=44.83"
40,MS,t=6&h=14,0.008961939370586095,0.202353009472505,274.92413884429334,0.1503142589170339,4.0,3.0,2015-01-07  sell  751.24  36.88,1728.52,"avgTyp=36.90,avgHac=37.48"
10,CL,t=5&h=10,-0.00905745774731138,0.3356384309282396,295.9183688443536,0.057985259852363434,3.0,4.0,2015-01-05  sell -247.79  68.84,864.69,"avgTyp=68.72,avgHac=68.99"
19,PG,t=6&h=10,-0.016833703130123036,0.6217574326190494,386.6566853118493,0.05755116046706081,4.0,3.0,2015-01-05  sell  644.47  90.27,1358.49,"avgTyp=90.48,avgHac=90.80"
2,PEP,t=5&h=6,0.0015314990656986075,0.21876817006437088,420.56757962738084,0.06576919670792576,5.0,6.0,2015-01-09  buy  0  97.16,2105.79,"avgTyp=96.39,avgHac=96.21"
17,GSK,t=4&h=6,-0.006753621308369611,0.448470886534487,435.7759323743394,0.10268783371121332,3.0,5.0,2015-01-09  buy  0  42.88,-1472.58,"avgTyp=42.85,avgHac=42.71"
15,NOC,t=8&h=9,0.01244383504818774,0.18655953679857545,492.10268751914737,0.1479612107711003,4.0,7.0,2015-01-09  buy  0  152.66,3800.62,"avgTyp=150.46,avgHac=149.77"
61,BIDU,t=4&h=9,0.05135801211909812,0.09949548109873829,580.9971806586364,0.18924277386344268,2.0,9.0,2015-01-02  sell -476.37  226.12,2745.21,"avgTyp=223.36,avgHac=225.73"
11,KMB,t=7&h=15,0.06583561615602487,-0.07146420682113704,598.9761595664859,0.08478315749205104,2.0,4.0,2015-01-09  buy  0  116.41,1937.47,"avgTyp=115.91,avgHac=115.75"
5,MMM,t=5&h=6,0.010648836517974717,0.4636006642343163,622.7914550550413,0.06357322093253809,5.0,7.0,2015-01-05  sell -278.53  161.77,1805.95,"avgTyp=161.62,avgHac=162.04"
22,ABT,t=4&h=8,0.009796273785081097,0.4264580408902865,634.0944901933781,0.0771379259875573,3.0,4.0,2015-01-13  buy  0  44.93,2004.84,"avgTyp=44.95,avgHac=44.98"
9,KO,t=5&h=6,0.0045324784360689435,0.2237869161241209,708.6925222889422,0.0830341975111324,4.0,7.0,2015-01-08  buy  0  43.34,933.57,"avgTyp=42.86,avgHac=42.87"
80,HD,t=7&h=11,0.01787752924097482,0.31769512045865106,844.7802105432893,0.10430510098578738,4.0,5.0,2015-01-08  buy  0  106.02,3142.02,"avgTyp=104.30,avgHac=103.85"
16,MRK,t=6&h=10,0.08065762182011098,0.09402407170166277,870.9140117697152,0.11757300713706889,4.0,3.0,2015-01-07  buy  0  61.01,2983.3,"avgTyp=61.67,avgHac=60.48"
45,QIHU,t=9&h=10,0.10324515950453717,-0.053589242832752994,877.1370266568865,0.29542282378248025,1.0,6.0,2014-12-03  sell -1377.37  66.78,-3006.91,"avgTyp=58.29,avgHac=58.64"
29,GILD,t=5&h=9,0.09424730481077603,0.0359760246079119,979.5791638972551,0.2967859502193561,5.0,3.0,2015-01-08  buy  0  101.46,2963.06,"avgTyp=99.79,avgHac=99.13"
58,LMT,t=9&h=15,0.059854015117341494,0.08591759765745229,985.3947591424476,0.11007488770207552,4.0,3.0,2014-12-22  buy  0  195.05,3834.71,"avgTyp=193.76,avgHac=192.94"
37,WFC,t=6&h=7,0.0748271981305082,0.2987808855304464,1141.6735924408003,0.0515938207742361,6.0,4.0,2015-01-05  sell -290.42  53.7,1741.39,"avgTyp=52.69,avgHac=53.09"
71,MSFT,t=7&h=15,0.0995668672153724,0.06544013805192198,1320.2413196130292,0.10434501281767687,4.0,2.0,2015-01-02  sell -432.11  46.84,3007.86,"avgTyp=46.87,avgHac=47.03"
6,CAT,t=9&h=10,0.0969636436798043,0.15583224387200528,1331.6457386094298,0.0841793333556928,3.0,2.0,2014-12-02  sell  440.38  99.42,-143.79,"avgTyp=88.41,avgHac=89.07"
81,DIS,t=9&h=15,0.1247096125529458,0.443904655772746,1369.255780580912,0.08371667206820654,3.0,0.0,2014-10-27  buy  0  87.43,3054.03,"avgTyp=94.11,avgHac=93.67"
50,BABA,t=9&h=14,0.513989708085818,0.19366753667932388,1415.3871435399342,0.12529860714911253,1.0,1.0,2014-12-24  sell -449.06  106.11,1210.37,"avgTyp=103.19,avgHac=104.29"
20,JNJ,t=6&h=14,0.10048251641360537,0.35349835913316263,1437.4726492420177,0.07311258375813501,3.0,1.0,2014-12-11  sell  300.7  106.31,1698.49,"avgTyp=105.11,avgHac=105.22"
18,NVS,t=5&h=8,0.08169635817880874,0.43811034491215384,1606.3303635083012,0.06199074056970073,5.0,3.0,2015-01-09  buy  0  96.28,2614.22,"avgTyp=95.25,avgHac=94.37"
43,NTES,t=8&h=15,0.13940068250929816,0.12573408704448155,1837.76526719498,0.19954884665775882,2.0,4.0,2015-01-08  buy  0  103.41,4344.14,"avgTyp=102.94,avgHac=101.86"
65,EMC,t=6&h=7,0.1468654966791197,0.13099865315896045,1889.09194665018,0.0646728316556768,5.0,4.0,2015-01-06  sell -492.55  28.99,1655.82,"avgTyp=29.19,avgHac=29.33"
33,V,t=9&h=15,0.13279748393442137,0.2633660824438162,1937.9132558845795,0.08209162946164317,2.0,4.0,2015-01-13  sell -70.72  261.93,2012.53,"avgTyp=261.83,avgHac=261.96"
68,CSCO,t=6&h=7,0.11195282046179182,0.16752897184684207,1960.3220882948008,0.09131367620731008,7.0,5.0,2015-01-13  buy  0  28.23,3535.65,"avgTyp=27.87,avgHac=27.79"
23,LLY,t=4&h=6,0.19376780494973578,0.2681741730419433,2647.627366316152,0.07763857802206359,7.0,5.0,2015-01-12  sell -47.49  69.88,4127.47,"avgTyp=69.78,avgHac=69.91"
44,BBRY,t=4&h=6,0.3153570294544588,-0.05325432692197088,2666.307372525467,0.32726356743489216,4.0,6.0,2015-01-07  sell -196.64  10.65,2998.66,"avgTyp=10.20,avgHac=10.44"
28,AZN,t=7&h=8,0.25531859499412907,0.05892667941265944,2878.431579292508,0.13158342237964962,4.0,2.0,2014-12-03  sell  606.45  73.56,2444.6,"avgTyp=70.04,avgHac=69.97"
63,FB,t=9&h=15,0.3087347242736178,-0.10965339633623712,2896.3470175280745,0.14852996688793693,2.0,2.0,2015-01-07  sell -270.31  76.52,3233.51,"avgTyp=77.53,avgHac=77.86"
54,NFLX,t=7&h=11,0.3040076665553765,0.08589805565432512,3133.219116307084,0.14483644433924878,3.0,2.0,2015-01-07  sell -601.99  328.62,-1442.96,"avgTyp=328.99,avgHac=332.57"
73,INTC,t=4&h=6,0.30078920378293705,0.1607552364020622,4078.035254882023,0.06007422294220871,6.0,5.0,2015-01-02  sell -121.92  36.58,4807.3,"avgTyp=36.62,avgHac=36.56"
76,TSLA,t=9&h=15,0.44935832976828627,0.049727571887610456,5062.018687065271,0.2818332705860901,3.0,2.0,2014-12-02  sell -1019.42  232.22,4228.49,"avgTyp=209.84,avgHac=213.70"
48,VIPS,t=6&h=14,0.6055983705288295,0.0008817554702774803,7464.543605558589,0.4080471534367186,3.0,3.0,2015-01-06  buy  0  21.75,15211.27,"avgTyp=21.84,avgHac=21.24"
52,YY,t=9&h=15,0.563503954780616,-0.011025738214661431,7927.18407451824,0.2382866726674084,3.0,1.0,2015-01-09  buy  0  68.84,3486.51,"avgTyp=67.01,avgHac=66.60"
