symbol,exg,saleqtr0,saleqtr-1,saleqtr-2,saleqtr-3,saleqtr-4,saleqtr-5,saleqtr-6,saleqtr-7,saleqtr-8,saleqtr-9,epsqtr0,epsqtr-1,epsqtr-2,epsqtr-3,epsqtr-4,epsqtr-5,epsqtr-6,epsqtr-7,epsqtr-8,epsqtr-9,numest,saleq1e,saleq1ey,saleq2e,saleq2ey,saley1e,saley1ey,saley2e,saley2ey,epsq1e,epsq1ey,epsq2e,epsq2ey,epsy1e,epsy1ey,epsy2e,epsy2ey,numltgr,ltgre,ltgrey,cppettm,indupettm,sectorpettm,cppehigh5y,indupehigh5y,sectorpehigh5y,cppelow5y,indupelow5y,sectorpelow5y,cpbeta,indubeta,sectorbeta,cppsttm,indupsttm,sectorpsttm,cppbmrq,indupbmrq,sectorpbmrq,cppcfttm,indupcfttm,sectorpcfttm,cppfcfttm,indupfcfttm,sectorpfcfttm,divyield,div5y,div5ygr,payoutratio,cpsalemrqyoy,indusalemrqyoy,sectorsalemrqyoy,cppsalettmyoy,indusalettmyoy,sectorsalettmyoy,cpsale5ygr,indusale5ygr,sectorsale5ygr,cpepsmrqyoy,induepsmrqyoy,sectorepsmrqyoy,cpepsttmyoy,induepsttmyoy,sectorepsttmyoy,cpeps5ygr,indueps5ygr,sectoreps5ygr,cpcap5ygr,inducap5ygr,sectorcap5ygr,cpdebt2equity,indudebt2equity,secdebt2equity,cpquira,induquira,secquira,cpcurra,inducura,seccurra,cpgm,indugm,sectorgm,cpgm5y,indugm5y,sectorgm5y,cpom,induom,sectorom,cpom5y,induom5y,sectorom5y,cpnm,indunm,sectornm,cpnm5y,indunm5y,sectornm5y,cproa,induroa,sectorroa,cproa5y,induroa5y,sectorroa5y,cproi,induroi,sectorroi,cproi5y,induroi5y,sectorroi5y,cproe,induroe,sectorroe,cproe5y,induroe5y,sectorroe5y
AGN,N,4088.90,5755.00,4234.20,4056.90,2150.80,2667.20,2655.10,,,,-2.352,-0.796,-1.849,-2.759,-4.397,0.278,0.552,,,,17,4251.66,0,4363.02,0,17738.80,16336.20,,,3.65,4.72,3.87,4.69,16.19,18.57,,,1,9.00,21.17,0,31.94,35.56,113.49,40.34,41.90,29.26,17.79,18.62,0.70,0.79,0.78,8.25,4.27,13.42,1.70,4.89,5.19,53.08,27.25,28.17,,,,0,,0,0,90.11,5.93,7.38,110.21,7.27,11.61,36.14,11.00,11.26,46.50,70.82,62.73,-36.35,0,0,0,11.50,11.40,30.75,18.83,18.55,55.35,13.22,15.49,1.89,2.20,2.39,2.05,3.05,3.26,62.95,57.29,56.17,47.07,53.22,52.92,-20.76,13.75,3.95,-1.52,14.99,13.27,-18.97,10.49,0.69,-5.14,11.47,10.19,-2.89,11.58,10.87,-2.34,12.83,12.11,-3.08,15.47,14.69,-2.76,17.10,16.14,-5.89,16.37,15.73,-5.12,18.12,16.25
ERIC,O,59161.00,60671.00,53520.00,67986.00,57643.00,54849.00,47505.00,,,,0.938,0.638,0.403,1.293,0.809,0.790,0.650,,,,11,6419.82,7570.11,7054.19,8583.49,29289.20,35030.70,,,0.12,0.17,0.17,0.25,0.75,1.01,,,3,7.45,7.20,24.81,19.56,16.77,36.90,72.55,31.69,18.50,14.54,13.01,1.11,1.04,0.94,1.13,1.23,7.57,1.93,1.84,2.37,12.88,12.09,97.60,,,,4.07,,12.34,104.86,2.63,4.04,9.55,6.30,6.18,2.66,2.00,4.07,9.65,15.94,8.76,17.70,-22.73,0,0,25.60,19.54,14.59,11.31,5.71,14.98,18.81,38.94,19.68,1.74,1.75,1.87,2.11,2.18,2.41,35.92,32.93,40.49,34.90,31.20,41.27,7.07,7.30,10.98,7.14,-0.02,12.60,4.50,5.21,8.29,4.77,-2.12,9.45,3.93,4.70,9.34,3.82,3.72,10.60,5.84,2.58,12.53,5.87,5.70,14.57,7.67,10.37,10.44,7.45,7.91,15.03
BWP,N,294.10,298.60,329.70,304.60,278.90,293.40,356.90,,,,0.150,0.158,0.312,0.148,0.118,0.231,0.444,,,,9,340.50,355.36,300.36,310.41,1289.51,1297.21,,,0.35,0.38,0.21,0.26,1.00,1.12,,,2,8.14,2.50,16.91,15.43,17.69,28.77,69.02,27.95,18.89,28.87,12.02,0.70,0.72,1.04,2.65,8.03,1.18,0.77,14.22,3.88,6.38,32.53,8.74,,,,3.08,,-27.15,53.28,5.45,-4.96,-10.55,-1.22,-2.42,-10.91,6.30,17.31,12.29,27.45,9.35,-29.66,-11.92,0,0,3.69,7.52,3.01,-13.74,3.10,5.45,80.53,78.55,215.80,0.49,0.92,1.36,0.53,1.06,1.63,0,50.49,24.33,0,41.35,24.61,30.15,30.78,7.95,35.73,23.28,3.36,15.75,20.75,1.76,20.55,14.19,-1.71,2.39,11.61,5.33,3.23,4.12,8.99,2.47,14.75,8.58,3.34,6.12,12.86,4.60,19.95,11.81,6.53,10.64,15.41
MAR,O,3578.00,3689.00,3513.00,3559.00,3460.00,3484.00,3293.00,,,,0.786,0.865,0.730,0.636,0.665,0.656,0.567,,,,19,3814.51,3934.53,3987.58,4186.59,15805.40,16005.50,,,0.91,0.77,1.00,0.96,3.77,3.55,,,2,23.80,18.56,22.22,517.30,18.23,53.38,684.03,27.14,21.27,388.17,14.90,1.29,0.86,1.17,1.20,35.69,4450.66,0,4.12,2.38,17.36,110.32,42737.94,,,,1.49,,54.81,28.69,3.41,4.14,4.85,6.56,3.95,0.59,4.81,10.74,13.01,18.21,136.18,-31.30,28.76,0,0,0,3.75,19.45,22.83,4.28,15.13,0,43.18,71.38,0,1.13,1.34,0.49,1.28,1.77,14.62,48.40,24.78,13.51,67.27,23.78,9.28,11.99,9.66,6.92,-2.92,10.51,5.96,8.83,9.33,4.18,11.36,10.64,13.14,2.07,6.92,7.36,1.47,4.90,25.29,2.63,11.47,11.71,1.80,16.69,0,3.95,14.79,0,-23.99,21.29
MAN,N,4972.50,4861.30,4542.20,5121.10,5416.00,5321.70,4904.00,,,,1.609,1.333,0.825,1.485,1.609,1.349,0.863,,,,15,4759.77,5059.58,5132.98,5455.35,20299.90,21761.40,,,0.94,1.01,1.49,1.55,5.88,6.10,,,4,9.88,11.90,16.05,41.61,22.02,23.73,13.41,76.67,11.77,2.53,14.38,2.03,0.19,0.90,0.32,1.71,2.70,2.37,3.46,2.44,12.69,15.68,13.60,,,,1.90,,5.78,0.00,-8.19,24.86,4.41,-6.68,4.18,5.85,5.30,2.59,10.11,-0.00,16.25,36.54,3.53,0,0,0,6.29,16.43,7.97,5.55,10.18,33.54,8.87,88.13,0,0.39,1.78,1.47,2.22,2.29,16.99,47.98,36.35,16.82,7.79,29.57,3.60,9.34,15.44,1.99,1.78,13.49,2.12,5.88,8.72,0.88,1.19,8.04,5.56,8.83,4.81,2.60,1.72,4.14,10.55,12.10,6.62,5.18,2.71,5.91,14.58,13.99,10.27,6.91,3.13,9.99
AMZN,O,25358.00,23185.00,22717.00,29328.00,20579.00,19340.00,19741.00,,,,0.165,0.193,-0.123,0.453,-0.944,-0.273,0.231,,,,41,27725.40,27280.90,28057.20,26924.90,129591.00,124513.00,,,0.88,0.99,1.21,0.49,5.63,3.41,,,4,83.45,46.00,980.46,59.15,18.23,676.78,62.91,27.14,71.25,15.05,14.90,0.93,0.82,1.17,3.15,2.88,4450.66,25.50,6.25,2.38,50.57,30.56,42737.94,,,,0,,0,0.00,23.22,15.65,4.85,18.00,13.88,0.59,29.42,10.55,13.01,117.58,-444.03,-31.30,246.70,0,0,0,18.18,19.45,67.33,14.43,15.13,66.32,76.81,71.38,0.75,1.11,1.34,1.08,1.51,1.77,32.42,40.04,24.78,26.09,36.18,23.78,1.71,7.43,9.66,1.26,6.19,10.51,0.35,4.95,9.33,0.64,4.02,10.64,0.74,6.55,6.92,1.31,6.05,4.90,1.45,10.07,11.47,2.99,10.10,16.69,2.88,11.86,14.79,4.38,11.93,21.29
VMW,N,1672.00,1521.00,1511.00,1702.00,1515.00,1457.00,1360.00,,,,0.604,0.403,0.455,0.753,0.447,0.192,0.229,,,,38,1656.50,1772.45,1744.60,1886.87,7226.20,7815.95,,,0.92,1.03,0.97,1.12,4.17,4.78,,,6,9.35,12.17,25.54,21.86,16.77,105.33,28.50,31.69,38.34,17.71,13.01,1.08,0.45,0.94,3.72,3.62,7.57,3.17,5.06,2.37,18.52,17.02,97.60,,,,0,,0,0.00,10.36,12.79,9.55,10.14,11.06,2.66,24.42,18.19,9.65,35.11,8.52,17.70,7.50,0,0,32.84,18.04,14.59,15.40,15.18,14.98,19.92,12.95,19.68,0,2.81,1.87,2.31,2.94,2.41,84.30,55.38,40.49,82.55,56.03,41.27,17.08,17.48,10.98,18.49,19.97,12.60,14.83,15.27,8.29,16.59,16.44,9.45,6.48,17.45,9.34,7.68,18.99,10.60,8.68,23.35,12.53,10.51,25.17,14.57,12.70,24.95,10.44,14.17,26.93,15.03
MOS,N,2105.50,2487.50,2139.10,2378.60,2250.70,2440.20,1986.30,,,,0.449,1.075,0.801,0.963,0.536,0.660,0.577,,,,21,2021.23,2445.53,2462.90,2862.05,9082.65,10151.80,,,0.60,0.86,0.86,1.06,2.81,3.77,,,2,6.20,9.10,8.39,17.88,17.87,0,24.56,31.50,0,9.89,15.30,1.53,0.94,1.19,1.07,3.93,4.89,1.01,2.20,2.65,4.99,14.07,11.57,,,,3.99,,0,23.92,-6.45,-3.12,-7.69,-4.44,7.62,0.53,0,13.84,12.58,-16.11,31.24,-54.12,44.76,0,0,0,14.07,7.65,0,10.10,29.07,39.51,35.01,24.80,1.45,0.89,2.32,2.28,1.31,2.93,21.31,30.23,35.39,0,35.00,38.68,15.80,5.73,17.62,0,12.96,23.80,13.20,4.26,13.47,0,9.35,18.83,6.76,4.63,10.36,0,9.62,15.02,7.49,6.78,12.68,0,14.31,17.98,11.70,8.41,14.28,0,19.35,20.40
MON,N,2355.00,4579.00,5197.00,2870.00,2630.00,4250.00,5832.00,3143.00,,,-1.068,2.391,2.905,0.467,-0.309,1.619,3.142,0.674,,,21,2801.04,3283.89,5156.72,6233.97,14644.70,17304.30,15530.70,18937.10,0.38,0.52,3.01,3.63,5.27,6.83,6.33,7.90,4,10.27,12.25,20.98,16.98,41.55,23.29,20.31,35.99,20.56,9.24,23.84,1.17,0.68,0.54,2.89,2.62,5.67,6.59,1.33,37.21,14.40,11.20,36.90,,,,2.19,,13.23,41.64,-10.46,-12.49,3.02,-5.39,-8.88,6.34,7.43,9.23,12.73,-245.91,-27.88,-9.34,-8.41,0,0,19.09,6.77,12.55,5.19,14.90,15.11,129.38,7.55,66.54,1.38,1.42,0.60,2.05,2.18,1.09,54.54,29.71,38.10,52.83,40.17,38.02,23.49,19.70,17.63,23.67,30.42,19.23,15.31,14.70,12.85,15.91,24.06,14.25,10.46,7.38,29.13,11.02,14.99,33.45,13.69,8.37,70.64,14.27,17.04,71.76,30.76,9.47,81.35,21.26,18.92,78.89
CVX,N,32556.00,36860.00,32436.00,41670.00,51736.00,55654.00,50881.00,,,,1.088,0.304,1.368,1.842,2.949,2.978,2.363,,,,8,32835.90,0,35331.50,0,135588.00,208758.00,,,0.56,2.15,0.79,2.24,3.41,9.64,,,3,-12.43,5.00,19.55,34.00,17.69,11.26,31.23,27.95,7.92,14.45,12.02,1.15,1.36,1.04,1.18,1.16,1.18,1.09,3.41,3.88,5.79,16.30,8.74,,,,4.76,,9.62,69.34,-37.07,-20.36,-10.55,-32.39,-15.29,-10.91,3.62,16.52,12.29,-63.11,-92.86,-29.66,-57.62,0,0,14.11,13.53,3.01,12.28,1.73,5.45,23.16,83.06,215.80,1.09,0.94,1.36,1.32,1.17,1.63,39.34,14.56,24.33,35.72,9.24,24.61,4.64,6.12,7.95,14.40,-32.76,3.36,6.09,4.98,1.76,10.37,-34.41,-1.71,3.27,4.97,5.33,10.34,5.30,8.99,3.76,8.86,8.58,12.16,9.53,12.86,5.56,12.90,11.81,17.74,14.04,15.41
CVS,N,38644.00,37169.00,36332.00,37055.00,35021.00,34602.00,32689.00,,,,1.103,1.124,1.075,1.149,0.814,1.061,0.949,,,,22,42964.10,38229.80,43734.80,39256.00,179640.00,159630.00,,,1.18,1.29,1.35,1.42,5.83,5.84,,,4,14.21,14.95,21.97,23.42,41.55,24.24,40.11,35.99,13.98,11.75,23.84,0.82,0.58,0.54,0.73,0.99,5.67,2.92,3.25,37.21,15.35,16.64,36.90,,,,1.74,,29.25,29.45,10.35,10.88,3.02,10.44,8.10,6.34,7.25,7.71,12.73,35.38,69.02,-9.34,14.85,0,0,9.26,22.93,12.55,-3.47,10.60,15.11,73.23,23.83,66.54,0.82,0.86,0.60,1.43,1.33,1.09,17.33,18.68,38.10,18.99,16.92,38.02,6.06,3.81,17.63,6.02,3.39,19.23,3.39,2.58,12.85,3.38,2.18,14.25,6.09,5.88,29.13,6.02,5.03,33.45,8.00,11.18,70.64,7.58,9.61,71.76,13.42,12.72,81.35,10.64,10.87,78.89
CMG,N,1216.89,1197.78,1089.04,1069.81,1084.22,1050.07,904.16,,,,4.592,4.447,3.882,3.844,4.146,3.504,2.638,,,,30,1121.75,1223.07,1286.03,1371.57,4962.39,5543.87,,,3.34,4.17,4.43,5.07,16.39,20.86,,,5,19.18,26.23,28.62,40.36,18.23,50.89,287.88,27.14,34.01,22.45,14.90,0.58,0.55,1.17,3.27,2.86,4450.66,6.23,8.37,2.38,22.85,25.10,42737.94,,,,0,,0,0.00,12.24,13.10,4.85,17.80,10.54,0.59,22.03,9.16,13.01,10.76,207.23,-31.30,30.73,0,0,29.03,9.01,19.45,16.60,13.02,15.13,0.00,77.24,71.38,4.32,1.16,1.34,4.39,1.32,1.77,33.21,50.27,24.78,33.29,48.52,23.78,18.54,5.79,9.66,16.51,6.70,10.51,11.57,3.92,9.33,10.20,4.45,10.64,19.65,5.92,6.92,18.11,6.22,4.90,21.70,8.69,11.47,20.24,8.88,16.69,24.63,12.42,14.79,24.09,12.27,21.29
PCL,N,414.00,302.00,406.00,428.00,375.00,356.00,317.00,,,,0.573,0.120,0.238,0.386,0.344,0.310,0.169,,,,11,345.11,408.00,342.62,405.00,1451.13,1581.82,,,0.29,0.40,0.28,0.39,1.28,1.56,,,2,11.50,8.00,36.24,41.15,16.68,35.86,74.97,21.27,30.09,25.87,11.14,0.87,0.61,1.49,5.34,14.19,4.40,5.50,4.68,2.55,22.57,24.32,13.78,,,,3.69,,0.93,124.68,10.40,11.48,16.36,12.40,12.22,17.79,2.67,9.33,13.88,66.28,-16.48,4.78,24.41,0,0,-3.49,3.92,22.42,7.50,27.62,32.04,215.14,97.60,57.17,0.29,0.09,0.09,0.39,0.51,2.59,31.42,58.36,4.56,28.75,44.03,4.20,20.19,42.56,39.93,18.91,28.70,37.81,14.90,37.39,32.22,12.07,25.22,27.91,4.49,6.68,2.86,3.22,4.43,0.45,4.94,6.93,0.67,3.66,4.68,0.78,14.39,11.08,19.69,10.37,7.89,23.65
BSX,N,1888.00,1843.00,1768.00,1887.00,1846.00,1873.00,1774.00,,,,-0.147,0.075,-0.001,-0.225,0.032,0.003,0.100,,,,25,1936.54,1938.66,2026.98,2018.70,8064.83,7975.08,,,0.25,0.24,0.26,0.24,1.05,1.01,,,4,13.35,10.90,0,220.68,35.56,18.39,119.56,41.90,18.39,53.00,18.62,0.95,0.88,0.78,3.36,2.61,13.42,3.87,3.97,5.19,85.54,26.86,28.17,,,,0,,0,0,2.28,8.93,7.38,0.75,8.51,11.61,-2.06,2.28,11.26,-561.67,20.18,62.73,-238.13,0,0,0,4.09,11.40,-4.67,3.70,18.55,91.40,61.91,15.49,1.06,1.66,2.39,1.55,2.03,3.26,71.19,59.36,56.17,67.93,52.06,52.92,-7.42,5.31,3.95,-10.22,6.07,13.27,-5.36,1.38,0.69,-13.26,1.83,10.19,-2.27,2.45,10.87,-5.02,2.41,12.11,-2.57,3.29,14.69,-5.65,3.36,16.14,-6.04,4.14,15.73,-10.85,2.55,16.25
CAR,O,2577.00,2173.00,1850.00,1887.00,2542.00,2194.00,1862.00,,,,1.769,1.340,-0.085,0.212,1.747,0.240,0.037,,,,8,1909.73,0,2233.66,0,8858.34,9504.65,,,0.16,0,0.89,0,3.57,4.39,,,3,17.30,29.45,11.21,24.51,22.02,281.42,36.76,76.67,8.20,13.74,14.38,2.50,0.75,0.90,0.43,1.92,2.70,6.11,1.97,2.44,1.43,8.62,13.60,,,,0,,0,0.00,1.38,5.74,4.41,0.46,2.97,5.85,10.58,3.53,10.11,1.27,35.15,36.54,83.72,0,0,0,19.33,16.43,12.85,-2.05,10.18,2254.67,129.30,88.13,0,0.62,1.78,1.18,0.73,2.29,49.82,32.52,36.35,48.95,29.70,29.57,9.86,17.15,15.44,9.76,14.59,13.49,4.02,10.26,8.72,1.65,7.50,8.04,1.83,3.56,4.81,0.84,2.52,4.14,2.03,4.32,6.62,0.94,3.11,5.91,51.20,10.86,10.27,20.62,9.36,9.99
F,N,38144.00,37263.00,33900.00,35870.00,34920.00,37411.00,0.00,,,,0.477,0.470,0.231,0.015,0.211,0.324,0,,,,17,35628.70,39081.20,37193.40,40559.80,145795.00,153165.00,,,0.44,0.56,0.56,0.58,1.92,1.94,,,3,20.20,9.20,11.81,14.23,18.23,19.42,18.74,27.14,2.18,12.82,14.90,1.29,1.20,1.17,0.39,1.19,4450.66,2.07,2.08,2.38,6.79,9.40,42737.94,,,,4.26,,0,47.53,9.23,-2.38,4.85,-0.41,-2.88,0.59,4.38,12.96,13.01,126.01,-8.95,-31.30,-22.12,0,0,-1.55,18.73,19.45,12.95,13.49,15.13,460.31,76.89,71.38,0,1.09,1.34,0,1.31,1.77,14.34,20.53,24.78,13.45,20.02,23.78,3.76,8.13,9.66,4.27,9.41,10.51,3.28,9.24,9.33,6.20,10.56,10.64,2.23,7.02,6.92,4.57,10.79,4.90,3.28,12.19,11.47,7.39,18.30,16.69,17.80,15.88,14.79,65.87,23.60,21.29
MMM,N,7712.00,7686.00,7578.00,7719.00,8137.00,8134.00,7831.00,,,,2.053,2.022,1.850,1.811,1.981,1.892,1.789,,,,15,7440.65,8449.13,7748.94,8794.94,30505.30,34289.80,,,1.95,2.21,2.15,2.39,8.24,9.00,,,4,6.61,11.88,19.47,17.38,22.02,21.95,27.19,76.67,13.72,12.42,14.38,1.17,1.03,0.90,3.02,0.87,2.70,7.61,1.81,2.44,14.56,9.50,13.60,,,,2.72,,10.89,51.43,-5.22,1.84,4.41,-3.08,3.80,5.85,6.59,6.68,10.11,3.67,-5.16,36.54,6.25,0,0,10.63,13.11,16.43,10.58,9.65,10.18,92.34,94.59,88.13,1.12,1.00,1.78,1.65,1.44,2.29,49.29,23.93,36.35,47.78,23.77,29.57,23.16,6.15,15.44,21.75,5.93,13.49,16.23,5.18,8.72,15.28,5.14,8.04,15.09,3.51,4.81,14.36,3.57,4.14,19.45,5.79,6.62,18.09,6.18,5.91,35.08,8.54,10.27,28.35,10.76,9.99
CELG,O,2334.10,2277.80,2080.80,2085.50,1982.20,1872.70,1730.00,,,,-0.043,0.432,0.862,0.735,0.611,0.720,0.331,,,,20,2627.70,2788.18,2763.03,2890.32,11174.70,11164.30,,,1.30,1.55,1.39,1.64,5.71,6.22,,,6,23.58,25.95,60.31,42.90,35.56,50.15,105.57,41.90,23.73,52.50,18.62,1.12,0.74,0.78,10.72,113.69,13.42,17.54,21.06,5.19,46.29,23.26,28.17,,,,0,,0,0.00,17.75,23.68,7.38,19.58,37.55,11.61,23.32,24.08,11.26,-107.06,-103.24,62.73,3.91,0,0,23.55,10.50,11.40,13.40,19.34,18.55,288.30,47.13,15.49,3.10,3.52,2.39,3.23,7.62,3.26,95.24,32.13,56.17,93.75,52.14,52.92,23.68,-765.02,3.95,30.22,-37.34,13.27,18.85,-773.27,0.69,25.24,-41.09,10.19,7.56,-0.87,10.87,12.54,0.57,12.11,8.44,-0.73,14.69,14.47,0.51,16.14,29.70,0.71,15.73,25.16,-85.75,16.25
WFC,N,0,0,0,0,0,0,0,,,,1.048,1.027,1.041,1.019,1.018,1.014,1.047,,,,24,22101.40,22586.20,22704.50,23163.30,90972.80,93032.80,,,1.02,1.06,1.10,1.13,4.41,4.60,,,4,9.59,9.38,13.14,13.23,16.68,14.02,16.18,21.27,9.76,10.88,11.14,0.87,1.51,1.49,3.23,4.24,4.40,1.63,2.51,2.55,11.09,11.44,13.78,,,,2.76,,22.47,34.90,4.02,10.00,16.36,3.41,14.87,17.79,-3.31,14.16,13.88,2.91,2.85,4.78,1.35,0,0,18.54,22.54,22.42,0,33.85,32.04,141.59,46.25,57.17,0,0.00,0.09,0,0.00,2.59,0,0.20,4.56,0,0.18,4.20,39.34,40.78,39.93,32.75,45.97,37.81,27.29,32.69,32.22,22.38,35.85,27.91,1.38,2.72,2.86,1.35,2.84,0.45,0,0.01,0.67,0,0.01,0.78,12.97,20.68,19.69,12.86,25.05,23.65
EMC,N,6079.00,5997.00,5613.00,7049.00,6032.00,5880.00,5479.00,,,,0.246,0.250,0.126,0.561,0.285,0.285,0.189,,,,30,5781.83,6482.16,6213.55,6898.29,25757.60,28118.70,,,0.35,0.48,0.44,0.54,1.96,2.36,,,2,4.20,6.80,21.68,17.13,16.77,25.89,26.54,31.69,18.80,12.45,13.01,1.53,0.85,0.94,2.01,1.11,7.57,2.44,2.42,2.37,11.14,12.60,97.60,,,,1.79,,0,38.65,0.78,15.48,9.55,2.76,12.44,2.66,11.75,15.96,9.65,-13.65,-10.44,17.70,-4.90,0,0,20.06,14.42,14.59,15.75,19.92,14.98,36.41,47.97,19.68,1.02,1.36,1.87,1.12,1.68,2.41,61.19,26.21,40.49,61.62,25.75,41.27,13.42,9.48,10.98,17.09,10.48,12.60,10.31,6.81,8.29,12.64,7.56,9.45,5.65,7.28,9.34,7.25,8.03,10.60,7.87,11.52,12.53,10.37,13.36,14.57,10.97,15.83,10.44,12.68,17.15,15.03
COP,N,7177.00,8304.00,7761.00,10967.00,12333.00,13837.00,15229.00,,,,-0.862,-0.144,0.218,-0.031,1.303,1.645,1.692,,,,6,9743.30,0,10066.00,0,38662.70,63056.00,,,-0.22,0.96,-0.13,0.95,-0.02,5.55,,,5,-17.56,9.27,0,11.31,17.69,14.99,43.95,27.95,7.55,8.01,12.02,0.92,0.97,1.04,1.69,1.67,1.18,1.30,20.83,3.88,7.17,5.85,8.74,,,,6.34,,8.26,0,-41.81,-10.64,-10.55,-37.51,-9.36,-10.91,-18.96,15.01,12.29,-166.15,-217.81,-29.66,-114.03,0,0,9.34,-5.41,3.01,9.48,14.37,5.45,56.30,1808.71,215.80,1.03,1.22,1.36,1.17,1.29,1.63,34.70,31.19,24.33,45.65,47.85,24.61,-8.56,-0.54,7.95,22.85,25.06,3.36,-2.80,-14.68,1.76,13.19,11.24,-1.71,-0.85,-0.83,5.33,5.72,6.13,8.99,-0.95,-1.34,8.58,6.80,7.88,12.86,-2.04,-1.97,11.81,13.24,11.10,15.41
PEP,N,16331.00,15923.00,12217.00,19948.00,17218.00,16894.00,12623.00,,,,0.358,1.330,0.812,0.867,1.317,1.291,0.790,,,,23,12105.20,13042.70,15654.70,17539.60,64276.00,70960.80,,,0.84,0.90,1.37,1.53,4.84,5.29,,,5,6.18,7.56,29.67,37.56,41.55,22.75,37.19,35.99,16.45,23.69,23.84,0.50,0.22,0.54,2.26,1.29,5.67,10.74,2.98,37.21,19.25,13.02,36.90,,,,2.81,,7.37,79.59,-5.15,11.39,3.02,-3.64,5.98,6.34,9.05,24.56,12.73,-72.81,15.83,-9.34,-25.54,0,0,2.50,3.93,12.55,6.08,2.31,15.11,236.56,74.95,66.54,1.03,1.05,0.60,1.20,1.63,1.09,54.41,51.79,38.10,53.06,49.73,38.02,12.64,6.32,17.63,14.36,5.95,19.23,7.91,3.76,12.85,10.02,3.58,14.25,6.78,3.50,29.13,9.29,4.06,33.45,9.41,5.10,70.64,12.22,7.28,71.76,27.37,8.24,81.35,30.32,10.27,78.89
COH,N,1030.30,1004.10,929.30,1219.40,1038.80,1136.22,1099.63,1419.62,1150.80,,0.346,0.042,0.318,0.664,0.431,0.272,0.684,1.056,0.766,,34,1091.28,1058.01,1343.92,1282.49,4478.75,4340.53,4663.17,4579.27,0.47,0.53,0.77,0.75,1.88,2.04,2.12,2.40,5,9.87,4.23,23.90,25.77,18.23,24.88,66.03,27.14,12.37,23.40,14.90,1.13,1.18,1.17,2.17,1.90,4450.66,3.67,4.42,2.38,15.59,22.29,42737.94,,,,4.12,,29.20,98.29,-0.82,9.76,4.85,-10.89,16.10,0.59,3.05,17.38,13.01,-19.61,-87.41,-31.30,-43.95,0,0,-9.00,3.23,19.45,20.93,19.19,15.13,36.01,43.88,71.38,2.37,1.63,1.34,3.13,2.59,1.77,69.31,48.49,24.78,71.69,49.55,23.78,13.86,8.34,9.66,26.44,10.02,10.51,9.08,4.77,9.33,17.99,6.08,10.64,9.23,7.22,6.92,25.08,9.10,4.90,11.41,10.04,11.47,31.90,13.67,16.69,15.46,10.93,14.79,39.66,16.45,21.29
AIG,N,13064.00,15851.00,16072.00,15615.00,16689.00,16184.00,16217.00,,,,-0.167,1.307,1.780,0.484,1.519,2.078,1.125,,,,6,13927.30,8974.00,14001.00,9038.50,56617.30,35868.70,,,1.22,1.36,1.28,1.39,5.15,5.68,,,3,9.85,9.26,18.21,18.19,16.68,17.31,203.80,21.27,2.41,12.05,11.14,1.31,1.25,1.49,1.26,0.77,4.40,0.78,1.10,2.55,8.19,12.91,13.78,,,,1.81,,0,18.19,-21.72,1.28,16.36,-9.16,2.05,17.79,-4.47,9.77,13.88,-111.02,-88.94,4.78,-43.77,0,0,0,16.75,22.42,0,-1.96,32.04,31.03,7.47,57.17,0,0.00,0.09,0,0.00,2.59,0,0.71,4.56,0,0.65,4.20,13.65,6.66,39.93,12.26,4.95,37.81,7.89,4.78,32.22,15.09,3.32,27.91,0.93,1.41,2.86,1.74,0.97,0.45,0,0.16,0.67,0,0.13,0.78,4.55,7.76,19.69,10.80,5.77,23.65
MNST,O,756.62,693.72,626.79,605.57,635.97,687.20,536.13,,,,0.839,1.262,0.025,0.716,0.698,0.811,0.548,,,,16,702.97,688.60,832.33,884.29,3176.45,3154.48,,,0.80,0.73,1.01,1.08,3.93,3.82,,,1,21.00,16.10,52.41,37.56,41.55,39.08,37.19,35.99,22.94,23.69,23.84,0.42,0.22,0.54,11.26,1.29,5.67,6.49,2.98,37.21,53.77,13.02,36.90,,,,0,,0,0.00,18.97,11.39,3.02,11.77,5.98,6.34,16.61,24.56,12.73,20.23,15.83,-9.34,13.92,0,0,20.25,3.93,12.55,3.48,2.31,15.11,0.00,74.95,66.54,7.12,1.05,0.60,7.43,1.63,1.09,58.18,51.79,38.10,52.69,49.73,38.02,31.99,6.32,17.63,27.37,5.95,19.23,19.88,3.76,12.85,16.98,3.58,14.25,14.29,3.50,29.13,26.17,4.06,33.45,16.18,5.10,70.64,32.82,7.28,71.76,17.66,8.24,81.35,36.94,10.27,78.89
