symbol,exg,saleqtr0,saleqtr-1,saleqtr-2,saleqtr-3,saleqtr-4,saleqtr-5,saleqtr-6,saleqtr-7,saleqtr-8,saleqtr-9,epsqtr0,epsqtr-1,epsqtr-2,epsqtr-3,epsqtr-4,epsqtr-5,epsqtr-6,epsqtr-7,epsqtr-8,epsqtr-9,numest,saleq1e,saleq1ey,saleq2e,saleq2ey,saley1e,saley1ey,saley2e,saley2ey,epsq1e,epsq1ey,epsq2e,epsq2ey,epsy1e,epsy1ey,epsy2e,epsy2ey,numltgr,ltgre,ltgrey,cppettm,indupettm,sectorpettm,cppehigh5y,indupehigh5y,sectorpehigh5y,cppelow5y,indupelow5y,sectorpelow5y,cpbeta,indubeta,sectorbeta,cppsttm,indupsttm,sectorpsttm,cppbmrq,indupbmrq,sectorpbmrq,cppcfttm,indupcfttm,sectorpcfttm,cppfcfttm,indupfcfttm,sectorpfcfttm,divyield,div5y,div5ygr,payoutratio,cpsalemrqyoy,indusalemrqyoy,sectorsalemrqyoy,cppsalettmyoy,indusalettmyoy,sectorsalettmyoy,cpsale5ygr,indusale5ygr,sectorsale5ygr,cpepsmrqyoy,induepsmrqyoy,sectorepsmrqyoy,cpepsttmyoy,induepsttmyoy,sectorepsttmyoy,cpeps5ygr,indueps5ygr,sectoreps5ygr,cpcap5ygr,inducap5ygr,sectorcap5ygr,cpdebt2equity,indudebt2equity,secdebt2equity,cpquira,induquira,secquira,cpcurra,inducura,seccurra,cpgm,indugm,sectorgm,cpgm5y,indugm5y,sectorgm5y,cpom,induom,sectorom,cpom5y,induom5y,sectorom5y,cpnm,indunm,sectornm,cpnm5y,indunm5y,sectornm5y,cproa,induroa,sectorroa,cproa5y,induroa5y,sectorroa5y,cproi,induroi,sectorroi,cproi5y,induroi5y,sectorroi5y,cproe,induroe,sectorroe,cproe5y,induroe5y,sectorroe5y
BRCM,O,2187.00,2096.00,2058.00,2143.00,2260.00,2041.00,1984.00,,,,0.692,0.627,0.341,0.639,0.161,-0.002,0.280,,,,28,2041.21,2073.19,2134.26,2162.98,8720.72,8857.20,,,0.62,0.76,0.71,0.84,2.98,3.53,,,1,0.70,8.35,25.15,11.30,16.77,40.83,39.86,31.69,17.83,11.72,13.01,0.65,1.28,0.94,4.15,45.52,7.57,3.53,1.69,2.37,21.76,433.43,97.60,,,,0.97,,0,23.06,-3.23,-13.95,9.55,1.62,7.42,2.66,13.42,-3.06,9.65,328.58,-92.41,17.70,215.53,0,0,53.50,10.59,14.59,31.52,-11.89,14.98,15.96,22.05,19.68,3.21,2.16,1.87,3.60,2.71,2.41,53.58,4.81,40.49,50.90,5.42,41.27,17.21,-14.17,10.98,9.95,-17.88,12.60,16.67,-15.45,8.29,9.77,-21.76,9.45,11.11,1.87,9.34,7.85,-3.04,10.60,12.67,1.51,12.53,9.15,-5.06,14.57,15.19,-59.94,10.44,10.86,-16.35,15.03
LVS,N,2893.68,2921.42,3011.62,3415.99,3533.12,3624.35,4010.38,,,,0.651,0.588,0.641,0.900,0.835,0.830,0.949,,,,19,2967.41,4301.16,2872.25,4311.54,11934.20,17090.80,,,0.61,1.12,0.59,1.07,2.53,4.13,,,3,-1.90,13.29,15.77,13.30,18.23,89.29,30.63,27.14,16.54,11.48,14.90,2.06,1.09,1.17,2.85,2.07,4450.66,5.06,4.86,2.38,9.44,12.74,42737.94,,,,5.93,,0,89.52,-18.10,29.36,4.85,-17.41,6.79,0.59,26.16,13.10,13.01,-21.95,77.80,-31.30,-16.16,0,0,0,18.97,19.45,-10.85,20.02,15.13,132.47,87.88,71.38,1.39,2.36,1.34,1.41,2.59,1.77,47.53,42.32,24.78,45.96,42.60,23.78,25.83,15.02,9.66,23.85,17.27,10.51,21.96,11.90,9.33,19.89,14.49,10.64,12.64,8.70,6.92,10.11,11.16,4.90,15.63,11.34,11.47,12.49,14.81,16.69,31.52,20.88,14.79,23.55,23.47,21.29
SCTY,O,113.86,102.80,67.48,71.81,58.34,61.33,63.55,,,,-0.196,-0.230,-0.223,-0.037,0.194,-0.517,-0.261,,,,18,112.66,132.78,153.51,187.72,646.63,853.96,,,-2.36,-1.40,-2.20,-1.38,-8.92,-5.53,,,,,,0,13.17,17.69,0,16.13,27.95,0,5.91,12.02,0,1.59,1.04,13.99,1.62,1.18,6.11,2.92,3.88,0,5.23,8.74,,,,0,,0,0,95.15,-0.17,-10.55,54.41,20.57,-10.91,50.85,4.17,12.29,-201.18,69.22,-29.66,-145.71,0,0,0,7.16,3.01,79.98,-6.58,5.45,300.76,35.75,215.80,0.67,0.86,1.36,1.00,1.22,1.63,29.59,26.36,24.33,25.11,17.90,24.61,-159.91,-5.68,7.95,-106.09,-17.45,3.36,-190.58,-13.59,1.76,-119.40,-21.83,-1.71,-12.73,-8.48,5.33,0,-5.63,8.99,-16.94,-18.56,8.58,0,-11.89,12.86,-8.62,14.85,11.81,0,-60.65,15.41
SOHU,O,522.09,493.57,455.33,477.20,430.42,400.15,365.32,,,,1.012,-0.705,-0.808,-0.508,-0.705,-1.068,-2.053,,,,13,452.02,495.02,505.91,545.17,2142.21,2387.76,,,-0.26,0,-0.20,0,0.54,0.72,,,,,,0,32.02,16.77,24.92,59.30,31.69,11.91,21.51,13.01,1.93,1.00,0.94,1.13,7.66,7.57,1.73,5.86,2.37,7.18,26.08,97.60,,,,0,,0,0,21.30,27.55,9.55,23.20,25.27,2.66,26.56,20.09,9.65,243.48,70.27,17.70,73.10,0,0,0,19.82,14.59,20.62,29.84,14.98,26.92,41.42,19.68,0,0.46,1.87,2.19,2.18,2.41,56.21,57.05,40.49,65.39,73.71,41.27,1.52,34.77,10.98,12.25,33.25,12.60,3.46,26.08,8.29,10.69,22.27,9.45,2.29,13.80,9.34,6.15,12.90,10.60,4.11,19.79,12.53,10.83,17.68,14.57,-3.10,24.39,10.44,3.95,21.28,15.03
TXN,O,3429.00,3232.00,3150.00,3269.00,3501.00,3292.00,2983.00,,,,0.760,0.653,0.610,0.763,0.757,0.620,0.440,,,,34,3131.56,3337.93,3324.08,3541.50,13334.30,14204.40,,,0.64,0.67,0.73,0.76,2.97,3.07,,,2,10.00,10.00,19.67,11.30,16.77,22.99,39.86,31.69,12.38,11.72,13.01,1.28,1.28,0.94,4.25,45.52,7.57,5.61,1.69,2.37,13.39,433.43,97.60,,,,2.77,,22.47,48.23,-2.06,-13.95,9.55,2.16,7.42,2.66,4.58,-3.06,9.65,0.45,-92.41,17.70,22.10,0,0,17.51,10.59,14.59,-12.56,-11.89,14.98,41.44,22.05,19.68,2.21,2.16,1.87,2.92,2.71,2.41,58.02,4.81,40.49,52.33,5.42,41.27,32.35,-14.17,10.98,24.72,-17.88,12.60,22.74,-15.45,8.29,18.56,-21.76,9.45,17.28,1.87,9.34,13.91,-3.04,10.60,20.31,1.51,12.53,16.50,-5.06,14.57,28.69,-59.94,10.44,22.58,-16.35,15.03
FL,N,1794.00,1695.00,1916.00,1911.00,1731.00,1641.00,1868.00,1791.00,1622.00,1454.00,0.568,0.842,1.295,1.012,0.824,0.628,1.098,0.815,0.700,0.436,23,2027.11,2054.00,1780.38,1797.63,7405.29,7486.84,7806.25,7814.33,1.45,1.35,0.94,0.78,4.26,3.87,4.74,4.28,5,13.11,11.73,17.51,25.77,18.23,16.48,66.03,27.14,13.41,23.40,14.90,0.70,1.18,1.17,1.22,1.90,4450.66,3.54,4.42,2.38,13.31,22.29,42737.94,,,,1.54,,7.96,25.71,3.64,9.76,4.85,4.05,16.10,0.59,8.06,17.38,13.01,-31.06,-87.41,-31.30,10.47,0,0,63.95,3.23,19.45,16.38,19.19,15.13,5.14,43.88,71.38,1.75,1.63,1.34,3.77,2.59,1.77,33.61,48.49,24.78,32.29,49.55,23.78,11.22,8.34,9.66,9.18,10.02,10.51,7.23,4.77,9.33,5.88,6.08,10.64,14.47,7.22,6.92,11.21,9.10,4.90,17.62,10.04,11.47,13.65,13.67,16.69,20.55,10.93,14.79,15.97,16.45,21.29
MDT,N,7058.00,7274.00,7304.00,4318.00,4366.00,4273.00,4565.00,4163.00,4194.00,4083.00,0.364,0.571,-0.001,0.981,0.834,0.866,0.443,0.754,0.894,0.933,24,7330.91,4613.97,7353.81,4717.06,28830.70,18268.60,29803.20,18996.90,1.15,1.08,1.17,1.10,4.38,4.35,4.85,4.65,8,6.84,6.64,40.16,63.27,35.56,32.18,43.58,41.90,11.70,19.97,18.62,1.05,0.76,0.78,4.17,121.74,13.42,2.07,5.93,5.19,23.53,46.70,28.17,,,,1.98,,8.27,31.74,61.66,15.86,7.38,49.44,70.59,11.61,5.65,10.96,11.26,-56.35,-3.62,62.73,-33.90,0,0,-2.79,10.16,11.40,-2.10,17.25,18.55,68.58,22.70,15.49,3.10,2.45,2.39,3.53,3.32,3.26,66.48,52.65,56.17,73.87,53.70,52.92,16.34,13.45,3.95,23.93,10.58,13.27,8.92,7.65,0.69,18.33,9.78,10.19,3.22,6.01,10.87,7.70,7.65,12.11,3.60,11.02,14.69,8.89,10.30,16.14,6.46,12.92,15.73,14.91,12.13,16.25
ILMN,O,550.27,539.38,538.57,512.38,480.63,447.57,420.78,,,,0.790,0.686,0.919,1.031,0.634,0.313,0.398,,,,21,605.00,627.40,622.23,678.90,2549.98,2720.43,,,0.88,0.86,0.92,0.90,3.77,3.91,,,7,19.61,25.48,56.02,220.68,35.56,123.26,119.56,41.90,48.39,53.00,18.62,0.68,0.88,0.78,13.13,2.61,13.42,14.51,3.97,5.19,45.09,26.86,28.17,,,,0,,0,0.00,14.49,8.93,7.38,23.28,8.51,11.61,22.81,2.28,11.26,24.58,20.18,62.73,79.83,0,0,35.09,4.09,11.40,20.46,3.70,18.55,57.32,61.91,15.49,3.39,1.66,2.39,3.79,2.03,3.26,71.19,59.36,56.17,67.20,52.06,52.92,31.38,5.31,3.95,19.73,6.07,13.27,23.72,1.38,0.69,13.17,1.83,10.19,14.48,2.45,10.87,7.01,2.41,12.11,18.33,3.29,14.69,8.38,3.36,16.14,31.79,4.14,15.73,13.38,2.55,16.25
YY,O,1489.96,1357.18,1150.26,1170.64,1000.36,841.04,666.33,,,,0.137,0.240,0.191,0.312,0.238,0.185,0.152,,,,4,231.20,267.09,254.10,304.93,1146.77,1186.82,,,0.90,1.15,1.00,1.22,4.21,5.64,,,,,,23.03,32.02,16.77,37.63,59.30,31.69,4.88,21.51,13.01,0,1.00,0.94,4.30,7.66,7.57,7.87,5.86,2.37,0,26.08,97.60,,,,0,,0,0.00,48.94,27.55,9.55,65.64,25.27,2.66,157.15,20.09,9.65,-42.32,70.27,17.70,19.74,0,0,0,19.82,14.59,158.58,29.84,14.98,128.04,41.42,19.68,1.87,0.46,1.87,1.87,2.18,2.41,41.25,57.05,40.49,49.19,73.71,41.27,20.87,34.77,10.98,19.54,33.25,12.60,19.34,26.08,8.29,19.28,22.27,9.45,14.51,13.80,9.34,0,12.90,10.60,18.81,19.79,12.53,0,17.68,14.57,38.01,24.39,10.44,0,21.28,15.03
ABT,N,5150.00,5170.00,4897.00,5290.00,5079.00,5057.00,4755.00,,,,0.396,0.523,0.349,0.415,0.288,0.280,0.145,,,,22,5084.38,5676.72,5376.05,5959.29,21528.70,23346.30,,,0.49,0.52,0.58,0.61,2.38,2.55,,,6,9.90,8.84,26.69,31.94,35.56,210.52,40.34,41.90,7.71,17.79,18.62,0.88,0.79,0.78,3.27,4.27,13.42,3.17,4.89,5.19,16.57,27.25,28.17,,,,2.32,,-10.87,56.43,1.40,5.93,7.38,3.02,7.27,11.61,-8.03,11.00,11.26,37.39,70.82,62.73,64.65,0,0,-21.14,11.50,11.40,-0.22,18.83,18.55,37.48,13.22,15.49,1.51,2.20,2.39,1.82,3.05,3.26,57.03,57.29,56.17,54.98,53.22,52.92,13.95,13.75,3.95,10.77,14.99,13.27,12.40,10.49,0.69,8.39,11.47,10.19,6.04,11.58,10.87,3.49,12.83,12.11,7.89,15.47,14.69,4.61,17.10,16.14,11.56,16.37,15.73,7.99,18.12,16.25
GOOGL,O,18675.00,17727.00,17258.00,18103.00,16523.00,15955.00,15420.00,,,,5.731,4.934,5.090,5.505,4.249,4.981,5.202,,,,41,19965.50,21102.00,20569.70,21541.00,86105.90,90269.50,,,7.84,8.22,8.17,8.23,34.16,35.74,,,9,15.29,17.11,36.59,32.02,16.77,28.48,59.30,31.69,20.37,21.51,13.01,0.89,1.00,0.94,7.36,7.66,7.57,4.57,5.86,2.37,26.24,26.08,97.60,,,,0,,0,0.00,13.02,27.55,9.55,12.83,25.27,2.66,22.78,20.09,9.65,34.88,70.27,17.70,5.65,0,0,14.71,19.82,14.59,68.37,29.84,14.98,4.50,41.42,19.68,0,0.46,1.87,4.77,2.18,2.41,62.52,57.05,40.49,62.48,73.71,41.27,25.61,34.77,10.98,28.85,33.25,12.60,21.20,26.08,8.29,24.31,22.27,9.45,11.27,13.80,9.34,13.57,12.90,10.60,13.02,19.79,12.53,15.78,17.68,14.57,13.66,24.39,10.44,17.12,21.28,15.03
LPG,N,74.95,20.33,35.33,32.58,20.36,15.85,9.87,13.71,6.06,15.38,0.722,0.239,0.155,0.157,0.066,0.064,-0.009,0.098,-0.025,0.077,8,86.64,81.63,89.52,79.16,272.94,256.28,325.18,305.22,0.70,0.59,0.71,0.52,2.70,1.99,2.25,2.06,,,,9.25,15.43,17.69,0,69.02,27.95,0,28.87,12.02,0,0.72,1.04,4.15,8.03,1.18,0.73,14.22,3.88,7.18,32.53,8.74,,,,0,,0,0.00,268.14,-4.96,-10.55,172.95,-2.42,-10.91,0,17.31,12.29,994.44,9.35,-29.66,480.24,0,0,0,7.52,3.01,0,3.10,5.45,57.08,78.55,215.80,2.26,0.92,1.36,2.32,1.06,1.63,86.52,50.49,24.33,0,41.35,24.61,50.84,30.78,7.95,0,23.28,3.36,44.54,20.75,1.76,0,14.19,-1.71,5.84,11.61,5.33,0,4.12,8.99,6.03,14.75,8.58,0,6.12,12.86,8.17,19.95,11.81,0,10.64,15.41
BBRY,O,548.00,490.00,658.00,660.00,793.00,916.00,966.00,976.00,1193.00,1573.00,-0.169,0.076,0.101,0.053,-0.280,-0.393,0.035,-0.804,-8.372,-1.840,26,547.48,966.83,522.66,956.52,2264.21,3351.00,2104.89,4457.42,-0.09,0.00,-0.10,0.00,-0.32,-0.07,-0.35,-0.25,,,,151.39,52.48,29.02,10.41,88.75,37.06,6.17,22.30,15.45,0.93,0.51,0.58,2.07,5.60,3.96,1.41,5.32,4.80,6.88,15.96,11.25,,,,0,,0,0.00,-30.90,0.04,13.95,-35.47,5.31,11.19,-25.92,19.28,11.98,39.52,10.57,2.04,104.25,0,0,0,7.13,7.64,-18.71,8.19,14.68,38.13,185.46,122.71,2.60,1.19,1.24,2.74,1.22,1.27,46.26,65.85,68.59,34.46,42.42,64.50,-3.74,22.38,31.02,-4.49,28.45,33.62,2.46,6.71,18.52,-3.73,11.05,21.11,0.94,2.84,11.09,-3.99,4.61,12.44,1.18,3.60,16.52,-5.41,5.90,18.66,1.71,7.38,18.19,-5.91,14.32,21.95
KMB,N,4718.00,4643.00,4691.00,3661.00,5056.00,4953.00,4887.00,,,,1.412,-0.837,1.272,-0.359,1.492,1.324,1.261,,,,14,4687.94,5269.52,4658.13,5327.57,18951.60,20640.40,,,1.53,1.61,1.51,1.59,6.18,6.49,,,3,7.87,7.00,85.60,71.83,41.55,29.54,34.64,35.99,13.59,19.11,23.84,0.35,0.51,0.54,2.61,7.00,5.67,856.45,5.60,37.21,37.36,53.66,36.90,,,,2.77,,6.96,232.54,-6.69,9.51,3.02,-4.82,10.74,6.34,0.63,9.77,12.73,-5.40,4.74,-9.34,-69.96,0,0,-2.85,10.35,12.55,4.15,3.27,15.11,14179.63,34.90,66.54,0.57,0.87,0.60,0.88,1.17,1.09,34.70,52.11,38.10,32.74,40.50,38.02,5.70,13.18,17.63,13.10,10.57,19.23,2.63,9.90,12.85,8.00,8.81,14.25,2.75,6.26,29.13,8.33,15.52,33.45,4.46,10.28,70.64,12.09,36.94,71.76,25.33,12.20,81.35,34.88,47.82,78.89
VRX,N,2786.80,2732.40,2190.90,2280.00,2056.20,2041.10,1886.20,,,,0.141,-0.154,0.215,1.565,0.807,0.369,-0.067,,,,20,2837.98,0,3064.16,0,12545.40,9651.91,,,2.62,0,3.10,0,13.51,11.47,,,4,18.55,26.74,57.54,31.94,35.56,95.43,40.34,41.90,53.50,17.79,18.62,0.68,0.79,0.78,3.47,4.27,13.42,5.50,4.89,5.19,12.09,27.25,28.17,,,,0,,0,0.00,35.53,5.93,7.38,24.14,7.27,11.61,58.72,11.00,11.26,-82.52,70.82,62.73,19.52,0,0,19.16,11.50,11.40,-3.73,18.83,18.55,486.94,13.22,15.49,1.25,2.20,2.39,1.50,3.05,3.26,75.00,57.29,56.17,70.50,53.22,52.92,19.23,13.75,3.95,7.65,14.99,13.27,6.09,10.49,0.69,-0.55,11.47,10.19,1.61,11.58,10.87,-0.14,12.83,12.11,1.80,15.47,14.69,-0.15,17.10,16.14,10.56,16.37,15.73,-0.56,18.12,16.25
NOK,N,3036.00,3209.00,3196.00,3510.00,3088.00,2942.00,2223.00,,,,0.048,0.089,0.045,0.081,0.572,-0.007,0.030,,,,15,3197.51,3656.96,3360.74,4251.80,14117.20,18156.40,,,0.07,0.11,0.08,0.13,0.37,0.49,,,2,8.00,27.00,24.09,9.09,16.77,127.09,12.01,31.69,9.93,6.94,13.01,1.52,0.99,0.94,2.15,1.05,7.57,2.59,1.08,2.37,20.27,5.09,97.60,,,,2.22,,-20.87,133.01,-1.68,8.97,9.55,5.72,-5.91,2.66,-22.09,8.59,9.65,-91.63,29.92,17.70,-58.01,0,0,22.27,18.82,14.59,-11.03,22.03,14.98,31.58,7.48,19.68,1.87,2.02,1.87,2.06,2.45,2.41,42.35,38.32,40.49,35.14,36.42,41.27,12.35,12.76,10.98,1.82,12.89,12.60,8.35,10.57,8.29,1.02,11.23,9.45,5.00,8.85,9.34,0.63,12.54,10.60,7.44,11.75,12.53,1.20,17.66,14.57,11.96,12.48,10.44,5.10,18.76,15.03
GS,N,8197.00,10603.00,11793.00,8861.00,9635.00,10704.00,10885.00,,,,2.900,1.984,5.936,4.385,4.567,4.104,4.022,,,,21,9767.76,9869.36,8875.02,9180.80,34919.90,35506.70,,,4.97,4.74,3.99,4.13,18.74,18.53,,,5,6.48,8.06,11.85,68.73,16.68,20.06,145.91,21.27,9.03,22.45,11.14,1.70,1.82,1.49,1.95,4.72,4.40,1.05,19.29,2.55,9.51,251.24,13.78,,,,1.44,,16.47,16.34,-14.92,2.06,16.36,-5.15,18.49,17.79,-4.95,6.12,13.88,-36.50,-10.02,4.78,-12.06,0,0,-5.06,19.73,22.42,-15.31,12.00,32.04,566.96,623.04,57.17,0,0.54,0.09,0,0.83,2.59,77.97,76.78,4.56,75.20,76.92,4.20,27.67,27.28,39.93,26.47,17.40,37.81,18.97,21.95,32.22,17.91,12.52,27.91,0.86,1.96,2.86,0.81,1.09,0.45,1.87,5.55,0.67,1.78,2.93,0.78,9.39,11.88,19.69,9.60,6.67,23.65
GG,N,1098.00,1188.00,1017.00,773.00,839.00,884.00,878.00,,,,-0.231,0.477,-0.170,-2.975,-0.059,0.230,0.107,,,,18,1062.13,0,1053.32,0,4343.86,5196.35,,,0.03,0.17,0.03,0.17,0.20,1.14,,,3,-17.29,16.20,0,20.19,17.87,24.59,52.74,31.50,17.99,12.05,15.30,0.38,1.10,1.19,2.35,3.63,4.89,0.56,4.23,2.65,0,8.28,11.57,,,,2.08,,27.23,0,30.87,18.09,-7.69,17.97,24.63,0.53,4.76,21.21,12.58,-291.98,-170.12,-54.12,-195.60,0,0,0,-3.43,7.65,13.32,8.92,29.07,15.80,95.07,24.80,0.84,0.93,2.32,1.45,5.89,2.93,8.12,19.04,35.39,38.62,24.64,38.68,-70.41,-16.80,17.62,3.85,-193.27,23.80,-57.70,-12.75,13.47,0.85,-144.24,18.83,-8.22,-422.90,10.36,0.13,3.19,15.02,-8.69,1.68,12.68,0.13,7.28,17.98,-12.88,2.45,14.28,0.18,7.23,20.40
GE,N,31680.00,32754.00,28297.00,42004.00,32107.00,32260.00,30228.00,,,,0.280,0.235,-0.729,0.522,0.280,0.285,0.227,,,,14,29261.30,0,32194.50,0,129099.00,153556.00,,,0.26,0,0.36,0,1.51,1.86,,,3,5.50,5.30,101.11,17.38,22.02,19.02,27.19,76.67,14.55,12.42,14.38,1.20,1.03,0.90,2.34,0.87,2.70,2.83,1.81,2.44,24.93,9.50,13.60,,,,2.95,,7.85,291.39,-1.33,1.84,4.41,-2.44,3.80,5.85,-0.77,6.68,10.11,0.15,-5.16,36.54,-76.80,0,0,8.93,13.11,16.43,9.71,9.65,10.18,262.03,94.59,88.13,0,1.00,1.78,0,1.44,2.29,36.43,23.93,36.35,41.65,23.77,29.57,9.54,6.15,15.44,12.14,5.93,13.49,2.68,5.18,8.72,9.95,5.14,8.04,0.59,3.51,4.81,2.08,3.57,4.14,0.68,5.79,6.62,2.55,6.18,5.91,2.59,8.54,10.27,11.52,10.76,9.99
GM,N,38843.00,38180.00,35712.00,39617.00,39255.00,39649.00,37408.00,,,,0.840,0.673,0.561,0.661,0.818,0.113,0.074,,,,8,36435.00,0,38940.00,0,151139.00,164638.00,,,1.11,1.15,1.59,1.29,5.42,4.62,,,3,21.51,14.42,12.44,14.23,18.23,21.00,18.74,27.14,4.43,12.82,14.90,1.68,1.20,1.17,0.35,1.19,4450.66,1.57,2.08,2.38,5.04,9.40,42737.94,,,,4.23,,0,46.42,-1.05,-2.38,4.85,-2.83,-2.88,0.59,8.31,12.96,13.01,2.62,-8.95,-31.30,74.28,0,0,-57.01,18.73,19.45,17.15,13.49,15.13,165.72,76.89,71.38,0.93,1.09,1.34,1.13,1.31,1.77,11.68,20.53,24.78,10.47,20.02,23.78,2.98,8.13,9.66,-1.73,9.41,10.51,3.54,9.24,9.33,3.98,10.56,10.64,2.95,7.02,6.92,3.95,10.79,4.90,4.80,12.19,11.47,6.26,18.30,16.69,12.15,15.88,14.79,16.09,23.60,21.29
SAP,N,4985.00,4970.00,4497.00,5457.00,4254.00,4151.00,3698.00,,,,0.750,0.393,0.346,1.093,0.735,0.465,0.450,,,,11,4743.04,4240.00,5179.56,4706.70,21158.10,19966.80,,,0.71,0.71,0.91,0.89,4.10,4.11,,,1,8.70,11.73,28.22,32.34,16.77,25.93,51.42,31.69,14.17,18.56,13.01,1.49,0.78,0.94,4.53,151.92,7.57,4.05,6.39,2.37,20.82,3256.96,97.60,,,,1.54,,17.69,42.53,17.18,20.70,9.55,15.68,11.94,2.66,10.47,13.02,9.65,1.93,12.11,17.70,-6.13,0,0,13.26,12.42,14.59,26.78,8.82,14.98,41.03,15.37,19.68,0,1.54,1.87,1.12,2.86,2.41,69.00,51.41,40.49,69.25,66.89,41.27,21.63,-59.29,10.98,26.30,23.01,12.60,15.51,-61.83,8.29,18.96,16.76,9.45,8.79,11.71,9.34,11.88,11.30,10.60,11.31,16.00,12.53,15.76,16.20,14.57,15.76,17.45,10.44,21.98,18.60,15.03
JAH,N,2256.30,2005.70,1731.50,2438.00,2142.20,1975.10,1731.80,,,,0.574,0.440,-0.299,0.412,0.579,0.267,0.019,,,,16,2090.14,1886.50,2524.67,2148.20,10024.50,8775.35,,,0.13,0.27,0.83,0.74,3.18,3.32,,,2,10.75,10.80,50.71,241.52,18.23,37.41,39.86,27.14,11.14,14.56,14.90,1.05,0.90,1.17,1.49,14.68,4450.66,3.36,5.59,2.38,28.72,232.07,42737.94,,,,0,,0,0.00,5.33,5.57,4.85,4.55,5.26,0.59,9.97,12.77,13.01,-0.77,-39.48,-31.30,6.69,0,0,13.67,15.41,19.45,13.48,17.92,15.13,163.62,14.57,71.38,1.46,1.29,1.34,2.49,1.82,1.77,31.37,30.02,24.78,29.02,34.69,23.78,6.67,6.42,9.66,7.49,9.89,10.51,2.71,5.33,9.33,2.86,7.33,10.64,1.93,6.85,6.92,2.48,10.44,4.90,2.36,10.55,11.47,3.16,17.21,16.69,7.39,11.79,14.79,9.79,19.50,21.29
WYNN,O,996.28,1040.46,1092.24,1137.97,1370.01,1412.06,1513.61,,,,0.726,0.555,-0.441,1.074,1.877,1.999,2.224,,,,19,1005.83,1553.35,1189.47,1860.51,4770.89,7350.60,,,0.77,2.20,0.85,2.84,3.39,10.87,,,2,-18.21,11.95,36.13,13.30,18.23,78.48,30.63,27.14,20.73,11.48,14.90,1.92,1.09,1.17,1.65,2.07,4450.66,0,4.86,2.38,11.19,12.74,42737.94,,,,2.89,,9.34,360.36,-27.28,29.36,4.85,-26.63,6.79,0.59,12.28,13.10,13.01,-61.30,77.80,-31.30,-76.64,0,0,110.94,18.97,19.45,15.81,20.02,15.13,0,87.88,71.38,2.05,2.36,1.34,2.11,2.59,1.77,37.80,42.32,24.78,37.43,42.60,23.78,13.93,15.02,9.66,19.78,17.27,10.51,7.09,11.90,9.33,14.95,14.49,10.64,3.16,8.70,6.92,10.22,11.16,4.90,3.69,11.34,11.47,12.65,14.81,16.69,0,20.88,14.79,50.79,23.47,21.29
AAPL,O,51501.00,49605.00,58010.00,74599.00,42123.00,37432.00,45646.00,57594.00,,,1.958,1.849,2.326,3.064,1.418,1.280,1.661,2.072,,,37,81974.70,73540.10,58879.70,55771.90,242291.00,223677.00,256757.00,243081.00,3.56,2.88,2.39,2.15,9.74,8.56,10.69,9.46,8,13.92,10.77,11.45,17.13,16.77,15.61,26.54,31.69,12.14,12.45,13.01,0.91,0.85,0.94,2.51,1.11,7.57,4.92,2.42,2.37,9.08,12.60,97.60,,,,1.98,,0,21.41,22.26,15.48,9.55,27.86,12.44,2.66,29.08,15.96,9.65,38.08,-10.44,17.70,43.03,0,0,33.61,14.42,14.59,40.20,19.92,14.98,54.01,47.97,19.68,1.08,1.36,1.87,1.11,1.68,2.41,40.06,26.21,40.49,40.01,25.75,41.27,30.48,9.48,10.98,30.72,10.48,12.60,22.85,6.81,8.29,23.19,7.56,9.45,20.45,7.28,9.34,21.62,8.03,10.60,28.23,11.52,12.53,28.64,13.36,14.57,46.25,15.83,10.44,38.48,17.15,15.03
VIAV,O,229.70,427.70,410.70,437.10,215.30,448.60,418.00,447.60,429.00,,-0.058,-0.171,-0.057,-0.108,-0.112,-0.108,-0.006,0.037,0.001,,9,218.69,468.14,227.86,505.68,892.66,1887.73,911.85,1974.14,0.08,0.15,0.10,0.23,0.31,0.80,0.41,0.95,,,,0,19.56,16.77,34.35,72.55,31.69,28.58,14.54,13.01,2.07,1.04,0.94,0.96,1.23,7.57,1.93,1.84,2.37,41.29,12.09,97.60,,,,0,,0,0,6.69,4.04,9.55,-1.59,6.18,2.66,4.62,4.07,9.65,48.45,8.76,17.70,-107.91,0,0,0,19.54,14.59,19.64,5.71,14.98,76.14,38.94,19.68,3.92,1.75,1.87,4.12,2.18,2.41,47.83,32.93,40.49,43.73,31.20,41.27,-3.95,7.30,10.98,0.01,-0.02,12.60,-6.11,5.21,8.29,0.04,-2.12,9.45,-4.49,4.70,9.34,0.04,3.72,10.60,-5.40,2.58,12.53,0.05,5.70,14.57,-9.61,10.37,10.44,0.07,7.91,15.03
